Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Parachironomus,FALSE,NA,PR,multi,GENE,,,Less30,,,,,129564,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Parachironomus,,,,,,Chironomidae
Paracladopelma,FALSE,4,CG,multi,GENE,,cowa,,19.08,22.23,,,129597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paracladopelma,,,,,,Chironomidae
Paracloeodes,FALSE,,,,,,,Less30,,,,,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,,Ephemeroptera
Paracricotopus,FALSE,NA,CG,multi,RHEO,,,Less30,,,,,128962,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paracricotopus,,,,,,Chironomidae
Paracymus,FALSE,,,,,,,Less30,,,,,112909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Paracymus,,,,,,Coleoptera
Paradelphomyia,FALSE,,,,,,,Less30,,,,,120298,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Paradelphomyia,,,,,,Diptera
Parakiefferiella,FALSE,4,CG,multi,GENE,,eurythermal,,19.79,23.72,,,128968,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parakiefferiella,,,,,,Chironomidae
Paralauterborniella,FALSE,4,CG,multi,GENE,,,Less30,,,,,129616,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,,Chironomidae
Paraleptophlebia Bicornuta Group,FALSE,3,CG,uni,DEPO,,warm,,19.50,24.00,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,,Ephemeroptera
Paralimnophyes,FALSE,,,,,,,Less30,,,,,128976,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paralimnophyes,,,,,,Chironomidae
Parametriocnemus,FALSE,4,CG,multi,RHEO,,eurythermal,,18.28,22.79,eurythermal,,128978,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parametriocnemus,,,,,,Chironomidae
Paramideopsis,FALSE,,,,,,,,,,,,83494,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Nudomideopsidae,,,,Paramideopsis,,,,,,Other Non-Insect
Paranais,FALSE,,,,,,,Less30,,,,,68862,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Paranais,,,,,,Oligochaeta
Paraperla,FALSE,3,PR,semi,SPEC,,cold,,16.16,19.35,,,103233,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Paraperla,,,,,,Plecoptera
Paraperlinae,FALSE,3,PR,semi,SPEC,,cold,,15.59,19.22,,,609856,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,,,,,,,Plecoptera
Paraphaenocladius,FALSE,4,CG,multi,GENE,,cool,,15.55,21.16,,,128989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paraphaenocladius,,,,,,Chironomidae
Parapsyche,FALSE,NA,PR,semi,RHEO,,cold,,15.43,19.58,,yes,115556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,,Trichoptera
Parapsyche almota,FALSE,5,PR,semi,RHEO,,cowa,,18.13,22.31,,,115563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,almota,Trichoptera
Parapsyche elsis,FALSE,2,PR,semi,RHEO,,stenoc,,13.36,17.08,steno_cold,,115560,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,elsis,Trichoptera
Parapsyche turbinata,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,turbinata,Trichoptera
Parasmittia,FALSE,,,,,,,,,,,,129003,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parasmittia,,,,,,Chironomidae
Paratanytarsus,FALSE,4,CG,multi,GENE,,warm,,20.85,24.95,,,129935,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Paratanytarsus,,,,,,Chironomidae
Paratendipes,FALSE,4,CG,multi,GENE,,warm,,21.00,24.20,,,129623,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,,,,Chironomidae
Parathyas,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,,Trombidiformes,,,Hydryphantidae,,,,,,,,,,Other Non-Insect
Paratrissocladius,FALSE,,,,,,,,,,,,129010,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Paratrissocladius,,,,,,Chironomidae
Parochlus,FALSE,NA,CG,multi,GENE,,,Less30,,,,,127987,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Podonomini,,Parochlus,,,,,,Chironomidae
Parorthocladius,FALSE,3,CG,multi,RHEO,,cold,,14.39,18.03,,,129011,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Parorthocladius,,,,,,Chironomidae
Parthina,FALSE,1i,OM,semi,HEAD,TRUE,,Less30,,,,,116525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Odontoceridae,Odontocerinae,,,Parthina,,,,,,Trichoptera
Partnunia,FALSE,,,,,,,Less30,,,,,895799,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Partnunia,,,,,,Other Non-Insect
Pedicia,FALSE,3,PR,uni,SPEC,TRUE,cold,,15.68,18.34,,,121118,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Pedicia,,,,,,Diptera
Pediciidae,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,,,,,,,,,,Diptera
Pedomoecus sierra,FALSE,1i,UNKN,semi,SPEC,TRUE,cold,,14.56,17.25,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Pedomoecus,,,,,sierra,Trichoptera
Peltodytes,FALSE,,,,,,,Less30,,,,,111923,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Peltodytes,,,,,,Coleoptera
Peltoperlidae,FALSE,2,SH,semi,RHEO,,cold,,14.32,19.68,,yes,102488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,,,,,,,,,,Plecoptera
Pentaneura,FALSE,4,PR,multi,GENE,,warm,,22.84,26.46,,,128215,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Pentaneura,,,,,,Chironomidae
Pentaneurini,FALSE,4,PR,multi,GENE,,warm,,19.49,23.82,,yes,128078,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,,,,,,,Chironomidae
Pericomaini,FALSE,3,CG,uni,GENE,,cool,,16.84,21.02,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Pericomaini,,,,,,,,Diptera
Perlidae,FALSE,3,PR,semi,RHEO,,eurythermal,,17.92,22.10,,yes,102914,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,,,,,,,,,,Plecoptera
Perlinodes aureus,FALSE,,,,,,warm,,19.61,23.51,,,103135,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Perlinodes,,,,,aurea,Plecoptera
Perlodidae,FALSE,3,PR,uni,RHEO,,cool,,16.48,21.92,,yes,102994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,,,,,,,,,Plecoptera
Perlomyia,FALSE,,,,,,,Less30,,,,,103239,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Perlomyia,,,,,,Plecoptera
Petrophila,FALSE,4,SC,multi,RHEO,,stenow,,25.29,28.03,,,117682,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,Crambidae,Nymphulinae,Argyractini,,Petrophila,,,,,,Lepidoptera
Phaenopsectra,FALSE,4,SC,multi,GENE,,warm,,21.16,25.59,,,129637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,,Chironomidae
Philocasca,FALSE,,,,,,,Less30,,,,,115971,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Philocasca,,,,,,Trichoptera
Philopotamidae,FALSE,3,CF,UNKN,RHEO,,eurythermal,,18.98,22.44,,yes,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,,,,,,,,,,Trichoptera
Philopotamoidea,FALSE,,,,,,eurythermal,,18.98,22.44,,,115257,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,,Trichoptera
Phryganeidae,FALSE,NA,PR,uni,GENE,TRUE,,Less30,,,,,115867,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,,,,,,,,,,Trichoptera
Physella,FALSE,5,CG,multi,GENE,,warm,,22.94,26.23,,,76698,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Physidae,,,,Physella,,,,,,Other Non-Insect
Pilaria,FALSE,NA,PR,uni,SPEC,TRUE,,Less30,,,,,120335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pilaria,,,,,,Diptera
Piona,FALSE,,,,,,,Less30,,,,,83350,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Piona,,,,,,Other Non-Insect
Pionacercus,FALSE,,,,,,,Less30,,,,,83400,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pionacercus,,,,,,Other Non-Insect
Pionidae,FALSE,,,,,,,Less30,,,,,83330,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,,,,,,,Other Non-Insect
Piscicolidae,FALSE,,,,,,,Less30,,,,,69296,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,,,,,,,,,,Other Non-Insect
Pisidium,FALSE,4,CF,semi,GENE,,eurythermal,,18.98,23.30,,,81400,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,Pisidium,,,,,,Other Non-Insect
Planorbella,FALSE,4,SC,uni,GENE,,,Less30,,,,,76654,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Planorbella,,,,,,Other Non-Insect
Planorbidae,FALSE,4,SC,multi,GENE,,warm,,20.89,25.79,,,76591,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,,,,,,,Other Non-Insect
Platyhydracarus,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,Platyhydracarus,,,,,,Other Non-Insect
Platysmittia,FALSE,4,CG,multi,HEAD,TRUE,,Less30,,,,,129013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Platysmittia,,,,,,Chironomidae
Plauditus,FALSE,,,,,,,,,,,,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,,Ephemeroptera
Plecoptera,FALSE,NA,UNKN,UNKN,RHEO,,eurythermal,,16.53,22.28,,,102467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,,,,,,,,,,,Plecoptera
Podmosta,FALSE,,,,,,,Less30,,,,,102605,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Podmosta,,,,,,Plecoptera
Podonominae,FALSE,3,CG,multi,GENE,,cool,,16.78,20.35,,,127952,Animalia,ARTHROPODA,HEXAPODA,INSECTA,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,,,,,,,,,Chironomidae
Polycelis,FALSE,3,PR,multi,RHEO,,cold,,14.47,19.97,,,54510,Animalia,Platyhelminthes,,Turbellaria,Archoophora,Tricladida,,,Planariidae,,,,Polycelis,,,,,,Other Non-Insect
Polycentropodidae,FALSE,3,PR,uni,GENE,,cool,,18.34,21.35,,,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,,,,,,,,,,Trichoptera
Polycentropus,FALSE,3,PR,uni,GENE,,cool,,18.45,21.38,,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,,Trichoptera
Polycentropus sensu lato,FALSE,3,PR,uni,GENE,,cool,,18.45,21.38,,,117044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,Polycentropodinae,,,Polycentropus,,,,,,Trichoptera
Polypedilum,FALSE,4,OM,multi,GENE,,warm,,20.00,23.95,,,129657,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,,Chironomidae
Postelichus,FALSE,,,,,,,,,,,,193691,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,Postelichus,,,,,,Coleoptera
Potamanthidae,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,Potamanthidae,,,,,,,,,,Ephemeroptera
Potamopyrgus antipodarum,FALSE,6,CG,uni,GENE,,,Less30,,,,,205006,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Hydrobiidae,,,,Potamopyrgus,,,,,antipodarum,Other Non-Insect
Potamothrix,FALSE,,,,,,,Less30,,,,,68786,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Potamothrix,,,,,,Oligochaeta
Potthastia,FALSE,3,CG,multi,GENE,,warm,,20.18,24.04,,yes,128408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,,,,,Chironomidae
Potthastia Gaedii Group,FALSE,3,CG,multi,GENE,,eurythermal,,20.15,23.85,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Gaedii Gr.,,,,Chironomidae
Potthastia Longimanus Group,FALSE,NA,,,,,warm,,21.13,26.20,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,,Chironomidae
Pristina,FALSE,,,,,,warm,,21.51,24.73,,,68876,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Pristininae,,,Pristina,,,,,,Oligochaeta
Pristinicola hemphilli,FALSE,3,SC,semi,RHEO,TRUE,cool,,16.45,20.79,,,568126,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Hydrobiidae,,,,Pristinicola,,,,,hemphilli,Other Non-Insect
Procladius,FALSE,5,PR,multi,GENE,,warm,,20.12,24.85,,,128277,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Procladius,,,,,,Chironomidae
Proclinopyga,FALSE,,,,,,cool,,17.69,20.39,,,135887,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Proclinopyga,,,,,,Diptera
Prodiamesa,FALSE,5,CG,multi,GENE,,cowa,,19.63,22.28,,,128452,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,Prodiamesa,,,,,,Chironomidae
Prodiamesinae,FALSE,5,CG,multi,GENE,,cowa,,19.20,22.29,,yes,128437,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Prodiamesinae,,,,,,,,,Chironomidae
Prosobranchia,FALSE,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,Prosobranchia,,,,,,,,,,,,,,Other Non-Insect
Prostoia,FALSE,,,,,,,,,,,,102584,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Prostoia,,,,,,Plecoptera
Prostoma,FALSE,5,PR,uni,DEPO,,warm,,21.93,25.63,,,57577,Animalia,Nemertea,,Enopla,,Hoplonemertea,Monostilifera,,Tetrastemmatidae,,,,Prostoma,,,,,,Other Non-Insect
Protanypus,FALSE,NA,CG,multi,GENE,,,Less30,,,,,128431,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Protanypini,,Protanypus,,,,,,Chironomidae
Protochauliodes,FALSE,,,,,,,,,,,,115053,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Protochauliodes,,,,,,Megaloptera
Protoptila,FALSE,4,SC,multi,RHEO,,stenow,,23.82,28.77,,,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,,Trichoptera
Protzia,FALSE,,,,,,cool,,15.43,20.48,,,83170,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Protzia,,,,,,Other Non-Insect
Psectrocladius,FALSE,3,CG,multi,GENE,,cowa,,18.90,23.18,,,129018,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psectrocladius,,,,,,Chironomidae
Psectrotanypus,FALSE,4,PR,multi,GENE,,,Less30,,,,,128048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Psectrotanypus,,,,,,Chironomidae
Psephenidae,FALSE,NA,SC,semi,SPEC,,warm,,21.19,25.41,,yes,114069,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,,,,,,,,,,Coleoptera
Psephenus,FALSE,3,SC,semi,SPEC,,stenow,,24.86,27.98,steno_warm,,114070,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Psepheninae,,,Psephenus,,,,,,Coleoptera
Pseudochironomini,FALSE,,,,,,stenow,,24.97,28.32,,,129850,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,,,,,,,Chironomidae
Pseudochironomus,FALSE,5,CG,multi,GENE,,stenow,,24.97,28.32,,,129851,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,,,,Chironomidae
Pseudodiamesa,FALSE,3,CG,multi,GENE,,stenoc,,13.09,16.83,,,128416,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudodiamesa,,,,,,Chironomidae
Pseudofeltria,FALSE,,,,,,,Less30,,,,,83410,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Pseudofeltria,,,,,,Other Non-Insect
Pseudolimnophila,FALSE,NA,UNKN,uni,SPEC,TRUE,,Less30,,,,,120365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Pseudolimnophila,,,,,,Diptera
Pseudorthocladius,FALSE,NA,CG,multi,GENE,,,Less30,,,,,129052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudorthocladius,,,,,,Chironomidae
Pseudosmittia,FALSE,3,UNKN,multi,GENE,,cowa,,18.73,22.49,,,129071,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Pseudosmittia,,,,,,Chironomidae
Pseudostenophylax,FALSE,1i,SH,uni,HEAD,TRUE,,Less30,,,,,115989,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Pseudostenophylacinae,,,Pseudostenophylax,,,,,,Trichoptera
Psilometriocnemus,FALSE,4,CG,multi,RHEO,,cold,,17.01,19.97,,,129083,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Psilometriocnemus,,,,,,Chironomidae
Psychodidae,FALSE,3,CG,UNKN,GENE,,cool,,17.39,21.88,,yes,125351,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,,,,,,,,,,Diptera
Psychodini,FALSE,5,CG,multi,GENE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Psychodidae,Psychodinae,Psychodini,,,,,,,,Diptera
Psychoglypha,FALSE,3,OM,uni,DEPO,,cool,,16.70,21.26,,,115974,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,,Trichoptera
Psychoglypha bella,FALSE,3,OM,uni,DEPO,,,Less30,,,,,115977,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,bella,Trichoptera
Psychoglypha subborealis,FALSE,3,OM,uni,GENE,,,Less30,,,,,115981,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Chilostigmini,,Psychoglypha,,,,,subborealis,Trichoptera
Psychomyia,FALSE,3,SC,uni,RHEO,,warm,,19.88,23.88,,,115335,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,Psychomyiinae,,,Psychomyia,,,,,,Trichoptera
Psychomyiidae,FALSE,3,SC,uni,RHEO,,warm,,19.88,24.51,,,115334,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Psychomyiidae,,,,,,,,,,Trichoptera
Pteronarcella,FALSE,3,OM,semi,RHEO,,cowa,,19.38,23.19,,,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,,Plecoptera
Pteronarcyidae,FALSE,3,OM,semi,RHEO,,eurythermal,,17.60,22.45,,yes,102470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,,,,,,,,,,Plecoptera
Pteronarcys,FALSE,3,OM,semi,RHEO,,eurythermal,,17.19,22.47,,yes,102471,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,,Plecoptera
Pteronarcys californica,FALSE,3,OM,semi,RHEO,TRUE,warm,,21.02,25.39,,,102473,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,californica,Plecoptera
Pteronarcys dorsata,FALSE,,,,,,,Less30,,,,,102478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,dorsata,Plecoptera
Pteronarcys princeps,FALSE,3,OM,semi,RHEO,,cold,,16.18,19.40,,,102484,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,princeps,Plecoptera
Ptilodactylidae,FALSE,,,,,,,Less30,,,,,114265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Ptilodactylidae,,,,,,,,,,Coleoptera
Ptilostomis,FALSE,,,,,,,Less30,,,,,115868,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Ptilostomis,,,,,,Trichoptera
Ptychoptera,FALSE,3,CG,uni,GENE,,cowa,,18.55,21.33,,,125786,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Ptychopterinae,,,Ptychoptera,,,,,,Diptera
Ptychopteridae,FALSE,3,CG,uni,GENE,,cowa,,18.56,21.37,,,125763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,,,,,,,,,,Diptera
Pulmonata,FALSE,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,,,,,,,,,,,,,,Other Non-Insect
Quistradrilus,FALSE,,,,,,,Less30,,,,,68793,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Quistradrilus,,,,,,Oligochaeta
