TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS
ORTHOCLADIUS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; Tward,SP,NE; MN; Tward,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,ORTHOCLADIUS
PACHYDIPLAX,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; MN; NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PACHYDIPLAX
PACHYDIPLAX LONGIPENNIS,Species,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; MN; NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PACHYDIPLAX
PAGASTIELLA,Genus,FALSE,,NA,CG,MODNR; OK; MN; Tward; NRSA,SP,OK; MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,PAGASTIELLA
PALAEMONETES,Genus,FALSE,6m,,CG,MODNR; OK; NRSA,SP,NRSA,NA,,warm,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,PALAEMONIDAE,,,PALAEMONETES
PALAEMONETES KADIAKENSIS,Species,FALSE,6m,,CG,MODNR; OK; NRSA,SP,NRSA,NA,,warm,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,PALAEMONIDAE,,,PALAEMONETES
PALMACORIXA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; MN; NRSA,SW,IA; NE; OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,PALMACORIXA
PALMACORIXA NANA,Species,FALSE,4,4_worse,PR,NRSA,SW,Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,PALMACORIXA
PALMACORIXA NANA WALLEYI,Species,FALSE,4,4_worse,PR,NRSA,SW,Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,PALMACORIXA
PANTALA,Genus,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PANTALA
PANTALA FLAVESCENS,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PANTALA
PANTALA HYMENAEA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PANTALA
PARACHIRONOMUS,Genus,FALSE,4,4_worse,PR,NE; MODNR; MN; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,PARACHIRONOMUS
PARACLADOPELMA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,PARACLADOPELMA
PARACLOEODES,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA; Tward,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PARACLOEODES
PARACYMUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,PARACYMUS
PARAGNETINA,Genus,FALSE,3,,PR,MODNR; OK; Tward; NRSA,CN,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PARAGNETINA
PARAGNETINA KANSENSIS,Species,FALSE,3,,PR,MODNR; OK; Tward; NRSA,CN,Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PARAGNETINA
PARAKIEFFERIELLA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,PARAKIEFFERIELLA
PARALAUTERBORNIELLA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,PARALAUTERBORNIELLA
PARALEPTOPHLEBIA,Genus,FALSE,3,,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,PARALEPTOPHLEBIA
PARAMERINA,Genus,FALSE,4,4_middle,PR,MN; Tward; NRSA,SP,OK; MN; Tward; NRSA,"multi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,PARAMERINA
PARAMETRIOCNEMUS,Genus,FALSE,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,PARAMETRIOCNEMUS
PARANAIS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN,multi,NRSA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,PARANAIS
PARAPHAENOCLADIUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,PARAPHAENOCLADIUS
PARATANYTARSUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,"CN,SP",NE; OK; MN; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Tanytarsini,PARATANYTARSUS
PARATENDIPES,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,PARATENDIPES
PELOCORIS,Genus,FALSE,,NA,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NAUCORIDAE,,,PELOCORIS
PELOCORIS FEMORATUS,Species,FALSE,,NA,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NAUCORIDAE,,,PELOCORIS
PELONOMUS,Genus,FALSE,,NA,NA,mixed,CB,NE; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,PELONOMUS
PELONOMUS OBSCURUS,Species,FALSE,,NA,NA,mixed,CB,NE; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,PELONOMUS
PELTODYTES,Genus,FALSE,4,4_worse,"SH,PH",NE; MODNR; OK; MN; NRSA,"CB,CN",OK; MN; Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES DUNAVANI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES DUODECIMPUNCTATUS,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES DUODECIMPUNCTATUS/LENGI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES EDENTULUS,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES LENGI,Species,FALSE,4,4_worse,"SH,PH",OK; MN; NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES LITORALIS,Species,FALSE,4,4_worse,"SH,PH",OK; NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES SEXMACULATUS,Species,FALSE,4,4_worse,"SH,PH",OK; MN; NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES SEXMACULATUS/DUNAVANI/SHERMANI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PELTODYTES SHERMANI,Species,FALSE,4,4_worse,"SH,PH",NRSA,"CB,CN",Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PENTACORA,Genus,FALSE,4,4_middle,PR,MODNR; Tward,CB,Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,SALDIDAE,,,PENTACORA
PENTAGENIA,Genus,FALSE,,NA,CG,IA; NE; Tward; NRSA,BU,NE; OK; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,PALINGENIIDAE,,,PENTAGENIA
PENTAGENIA VITTIGERA,Species,FALSE,,NA,CG,IA; NE; MODNR; Tward; NRSA,BU,NE; MODNR; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,PALINGENIIDAE,,,PENTAGENIA
PENTANEURA,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Pentaneurini,PENTANEURA
PERICOMA,Genus,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,PERICOMA
PERITHEMIS,Genus,FALSE,4,4_middle,PR,NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PERITHEMIS
PERITHEMIS TENERA,Species,FALSE,4,4_middle,PR,NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PERITHEMIS
PERLESTA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLESTA
PERLIDAE,Family,FALSE,4,4_better,PR,IA; NE; MODNR; OK; MN; NRSA,CN,OK; MN,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,
PERLINELLA,Genus,FALSE,3,,PR,IA; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLINELLA
PERLINELLA DRYMO,Species,FALSE,3,,PR,IA; MODNR; Tward; NRSA,CN,IA; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLINELLA
PERLODIDAE,Family,FALSE,3,,PR,IA; MODNR; OK; MN; NRSA,CN,IA; NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,
PETROPHILA,Genus,FALSE,3,,SC,IA; NE; MODNR; OK; MN; NRSA; Tward,CB,OK; MN; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,,PETROPHILA
PHAENOPSECTRA,Genus,FALSE,4,4_middle,"CG,SC",NE; MODNR; OK; NRSA; MN,CN,OK; MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,PHAENOPSECTRA
PHAENOPSECTRA/TRIBELOS,Genus,FALSE,4,4_middle,"CG,SC",NRSA,"CN,BU",NRSA,multi,"Tward, based on Phaenopsectra",,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,PHAENOPSECTRA/TRIBELOS
PHILOPOTAMIDAE,Family,FALSE,3,,CF,IA; MODNR; OK; MN,CN,IA; OK; MN,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,,
PHYSELLA,Genus,FALSE,5,,SC,NE; MODNR; OK; MN; NRSA,CB,OK; MN; NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,PHYSELLA
PHYSELLA GYRINA,Species,FALSE,5,,SC,OK; MN; NRSA,CB,MN; NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,PHYSELLA
PHYSIDAE,Family,FALSE,5,,SC,IA; NE; OK; MN; NRSA,CB,OK; MN,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,
PILARIA,Genus,FALSE,4,4_middle,PR,IA; MODNR; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,PILARIA
PISCICOLIDAE,Family,FALSE,,NA,PR,NE; OK; MN,CB,MN,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,PISCICOLIDAE,,,
PISIDIIDAE,Family,FALSE,4,4_middle,CF,IA; NE; MODNR; OK; MN; ;,BU,NE; MN,NA,,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,
PISIDIUM,Genus,FALSE,4,4_middle,CF,IA; NE; OK; MN; NRSA,BU,NE; OK; MN; NRSA,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,PISIDIUM
PISIDIUM COMPRESSUM,Species,FALSE,4,4_middle,CF,NE; NRSA,BU,NE; NRSA,uni,NRSA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,PISIDIUM
PLACOBDELLA,Genus,FALSE,4,4_worse,PR,IA; NE; MN; NRSA,SP,OK; NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,PLACOBDELLA
PLACOBDELLA PARASITICA,Species,FALSE,4,4_worse,PR,IA; NE; MN; NRSA,SP,NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,PLACOBDELLA
PLANARIIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR,SP,NE; OK,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,,TRICLADIDA,PLANARIIDAE,,,
PLANORBELLA,Genus,FALSE,4,4_worse,SC,IA; NE; MODNR; OK; MN; NRSA,CB,OK; MN; NRSA,NA,,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,PLANORBELLA
PLANORBELLA TRIVOLVIS,Species,FALSE,4,4_worse,SC,IA; NE; OK; MN; NRSA,CB,MN; NRSA,NA,,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,PLANORBELLA
PLANORBIDAE,Family,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA,CB,OK; MN,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,
PLATHEMIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward;,SP,NE; MODNR; MN; Tward,NA,,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS
PLATHEMIS LYDIA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward,SP,MN; Tward,NA,,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS
PLATHEMIS SUBORNATA,Species,FALSE,4,4_middle,PR,OK; Tward,SP,Tward,NA,,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS
PLATYVELIA,Genus,FALSE,4,4_middle,PR,MODNR; Tward,SK,MODNR; Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,PLATYVELIA
PLAUDITUS,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward,SW,MODNR; OK; MN; Tward; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PLAUDITUS
PLECOPTERA,Order,FALSE,,NA,PR,MN,CN,IA; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,,,,
PLEIDAE,Family,FALSE,4,4_worse,PR,NE; MN; NRSA,SW,NE; OK; MN,"multi,uni",NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,
PLEUROCERA,Genus,FALSE,4,4_better,SC,IA; OK; MN; NRSA,CB,MN; NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,PLEUROCERA
PLEUROCERA ACUTA,Species,FALSE,4,4_better,SC,IA; OK; MN; NRSA,CB,MN; NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,PLEUROCERA
POLYCENTROPODIDAE,Family,FALSE,4,4_middle,CF,MODNR; OK; MN,CN,IA; NE; OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,
POLYCENTROPUS,Genus,FALSE,3,,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,POLYCENTROPUS
POLYMITARCYIDAE,Family,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,BU,OK; MN,uni,NRSA,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,
POLYPEDILUM,Genus,FALSE,4,4_middle,"SH,CG",NE; MODNR; MN; NRSA; Tward,"CB,CN",OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (ASHEUM) BECKAE,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (CEROBREGMA) ONTARIO,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (POLYPEDILUM),Subgenus,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (POLYPEDILUM) FALLAX GR.,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (POLYPEDILUM) ILLINOENSE GR,Species,FALSE,4,4_worse,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (POLYPEDILUM) TRIGONUS,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (TRIPODURA),Subgenus,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (TRIPODURA) HALTERALE GR.,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (TRIPODURA) SCALAENUM GR.,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (URESIPEDILUM),Subgenus,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POLYPEDILUM (URESIPEDILUM) CONVICTUM,Species,FALSE,4,4_middle,"SH,CG",NRSA based on Polypedilum,"CB,CN",Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,POLYPEDILUM
POTAMYIA,Genus,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,POTAMYIA
POTAMYIA FLAVA,Species,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,POTAMYIA
PRIONOCYPHON,Genus,FALSE,,NA,"SC,CF",Tward; NRSA,CB,OK; NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,SCIRTIDAE,,,PRIONOCYPHON
PRISTINA,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN; NRSA,multi,NRSA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,PRISTINA
PROBEZZIA,Genus,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward,"BU,SP",IA; MN; Tward; NE,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,PROBEZZIA
PROBYTHINELLA,Genus,FALSE,,NA,SC,OK,NA,,NA,,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,,PROBYTHINELLA
PROBYTHINELLA EMARGINATA,Species,FALSE,,NA,SC,OK,NA,,NA,,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,,PROBYTHINELLA
PROCAMBARUS,Genus,FALSE,,NA,CG,NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS
PROCAMBARUS GRACILIS,Species,FALSE,,NA,CG,MODNR; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS
PROCAMBARUS SIMULANS,Species,FALSE,,NA,CG,NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,PROCAMBARUS
PROCLADIUS,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Tanypodinae,Procladiini,PROCLADIUS
PROCLOEON,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,SW,IA; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PROCLOEON
PROGOMPHUS,Genus,FALSE,4,4_better,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; ; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,PROGOMPHUS
