Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Chironomidae,Rheocricotopus,FALSE,no,,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,129086,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,,,,
Chironomidae,Rheocricotopus effusus,FALSE,yes,,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,129086,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,,,,
Chironomidae,Rheocricotopus eminellobus,FALSE,yes,,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,129086,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheocricotopus,,,,,
Chironomidae,Rheopelopia,FALSE,yes,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,128226,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,Rheopelopia,,,,,
Chironomidae,Rheosmittia,FALSE,no,,DNI,Rheosmittia,Rheosmittia,DNI,129107,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Rheosmittia,,,,,
Chironomidae,Rheotanytarsus,FALSE,no,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Chironomidae,Rheotanytarsus exiguus Group,FALSE,yes,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Chironomidae,Rheotanytarsus Exiguus Group,FALSE,yes,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Chironomidae,Rheotanytarsus pellucidus Group,FALSE,yes,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Chironomidae,Rheotanytarsus Pellucidus Group,FALSE,yes,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,129952,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Odonata,Rhionaeshna,FALSE,yes,,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,Aeshna/Rhionaeschna,,,,,
Other Non-Insect,Rhips,FALSE,yes,,Nemata,Nemata,Rhips,Nemata,,Animalia,Nemertea,,,,,,,,,,,,,,,,
Ephemeroptera,Rhithrogena,FALSE,no,,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,
Ephemeroptera,Rhithrogena robusta,FALSE,yes,,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,
Coleoptera,Rhizelmis,FALSE,no,,DNI,Rhizelmis,Rhizelmis,DNI,114198,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Rhizelmis,,,,,
Coleoptera,Rhizelmis nigra,FALSE,yes,,DNI,Rhizelmis,Rhizelmis,DNI,114198,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Rhizelmis,,,,,
Oligochaeta,Rhyacodrilinae,FALSE,no,,DNI,Rhyacodrilinae,Oligochaeta,DNI,974287,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,,,,,,
Oligochaeta,Rhyacodrilis,FALSE,yes,,DNI,Rhyacodrilus,Oligochaeta,DNI,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,
Oligochaeta,Rhyacodrilus,FALSE,no,,DNI,Rhyacodrilus,Oligochaeta,DNI,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,
Oligochaeta,Rhyacodrilus falciformis,FALSE,yes,,DNI,Rhyacodrilus,Oligochaeta,DNI,68839,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Rhyacodrilus,,,,,
Trichoptera,Rhyacophila,FALSE,no,formatting,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Trichoptera,Rhyacophila Alberta Gr.,FALSE,yes,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila alberta group,FALSE,yes,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila Alberta Group,FALSE,no,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila alberta Group,FALSE,yes,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Alberta Gr.,,,
Trichoptera,Rhyacophila angelita,FALSE,yes,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila Angelita Gr.,FALSE,yes,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila angelita group,FALSE,yes,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila Angelita Group,FALSE,no,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila angelita Group,FALSE,yes,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Angelita Gr.,,,
Trichoptera,Rhyacophila arnaudi,FALSE,no,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila atrata,FALSE,yes,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila atrata complex,FALSE,no,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila atrata Group,FALSE,yes,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila atrata group,FALSE,yes,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,mainensis sugroup,atrata complex,
Trichoptera,Rhyacophila basalis,FALSE,yes,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,
Trichoptera,Rhyacophila basalis group,FALSE,yes,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,
Trichoptera,Rhyacophila Basalis Group,FALSE,no,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Basalis Gr.,,,
Trichoptera,Rhyacophila betteni,FALSE,yes,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila Betteni Gr.,FALSE,yes,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila betteni group,FALSE,yes,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila Betteni Group,FALSE,no,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila betteni Group,FALSE,yes,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,
Trichoptera,Rhyacophila blarina,FALSE,no,formatting,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina,115153,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,sibirica subgroup,minora complex,blarina
Trichoptera,Rhyacophila brevicephala,FALSE,yes,formatting,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Trichoptera,Rhyacophila brunnea,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila brunnea group,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila brunnea Group,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila Brunnea/Vemna Gr.,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila brunnea/vemna group,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila Brunnea/Vemna Group,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila brunnea/vemna Group,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila brunnea/vemna groups,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila Brunnea/Vemna Groups,FALSE,no,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila chilsia,FALSE,yes,formatting- this should be in betteni group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,chilsia
Trichoptera,Rhyacophila coloradensis,FALSE,yes,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila Coloradensis Gr.,FALSE,yes,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila coloradensis group,FALSE,yes,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila Coloradensis Group,FALSE,no,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila coloradensis Group,FALSE,yes,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Coloradensis Gr.,,,
Trichoptera,Rhyacophila ecosa,FALSE,yes,formatting,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Trichoptera,Rhyacophila Ecosa Gr,FALSE,yes,formatting,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Trichoptera,Rhyacophila Ecosa group,FALSE,yes,formatting,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Trichoptera,Rhyacophila Ecosa Group,FALSE,yes,formatting,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Trichoptera,Rhyacophila ecosa group,FALSE,yes,best to leave at genus,DNI,Rhyacophila,Rhyacophila,DNI,115097,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,,,
Trichoptera,Rhyacophila grandis,FALSE,yes,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila Grandis Gr.,FALSE,yes,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila grandis group,FALSE,yes,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila Grandis Group,FALSE,no,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila hyalinata,FALSE,yes,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila Hyalinata Gr.,FALSE,yes,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila hyalinata group,FALSE,yes,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila Hyalinata Group,FALSE,no,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila hyalinata Group,FALSE,yes,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Hyalinata Gr.,,,
Trichoptera,Rhyacophila inculta,FALSE,yes,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,,Brunnea/Vemna Gr.,,
Trichoptera,Rhyacophila iranda,FALSE,yes,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila Iranda Gr,FALSE,yes,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila Iranda Group,FALSE,yes,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila iranda group,FALSE,yes,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,
Trichoptera,Rhyacophila lieftincki,FALSE,yes,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila Lieftincki Gr.,FALSE,yes,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila lieftincki group,FALSE,yes,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Leiftincki Gr.,,,arnaudi
Trichoptera,Rhyacophila malkini,FALSE,no,formatting,Rhyacophila malkini,Rhyacophila malkini,Rhyacophila malkini,DNI,115181,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Betteni Gr.,,,malkini
Trichoptera,Rhyacophila narvae,FALSE,no,formatting,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae,115155,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Sibirica Gr.,narvae subgroup,,narvae
Trichoptera,Rhyacophila neograndis,FALSE,yes,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Grandis Gr.,,,
Trichoptera,Rhyacophila Nevadensis Gr.,FALSE,yes,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
Trichoptera,Rhyacophila nevadensis group,FALSE,yes,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
Trichoptera,Rhyacophila Nevadensis Group,FALSE,no,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Rhyacophilidae,,,,Rhyacophila,,Nevadensis Gr.,,,
