Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Pacifastacus leniusculus leniusculus,FALSE,,Pacifastacus,Pacifastacus,Pacifastacus,Pacifastacus
Pagastia,FALSE,,Pagastia,Pagastia,Pagastia,Pagastia
Pagastiella,FALSE,,DNI,Pagastiella,Pagastiella,DNI
Pagurus aleuticus,TRUE,marine,DNI,DNI,DNI,DNI
Paha,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Palaeagapetus,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,DNI
Palaeagapetus nearcticus,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,Palaeagapetus nearcticus,DNI
Palaemon,TRUE,Palaemonidae excluded,DNI,DNI,DNI,DNI
Palaemon modestus,TRUE,Palaemonidae excluded,DNI,DNI,DNI,DNI
Palaemonetes,TRUE,Palaemonidae excluded; Palaemonetes jr. syn of Palaemon,DNI,DNI,DNI,DNI
Palaemonidae,TRUE,Palaemonidae excluded; likely Palaemon,DNI,DNI,DNI,DNI
Palaeoheterodonta,TRUE,TOO COARSE,DNI,DNI,DNI,DNI
Palmacorixa,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Palpomyiini,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Panisopsis,FALSE,,DNI,Panisopsis,Trombidiformes,DNI
Panisus,FALSE,,DNI,Panisus,Trombidiformes,DNI
Paracapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae
Parachaetocladius,FALSE,,Parachaetocladius,Parachaetocladius,Parachaetocladius,DNI
Parachironomus,FALSE,,DNI,Parachironomus,Parachironomus,DNI
Paracladopelma,FALSE,,Paracladopelma,Paracladopelma,Paracladopelma,Paracladopelma
Paracloeodes,FALSE,,DNI,Paracloeodes,Paracloeodes,DNI
Paracloeodes minutus,FALSE,,DNI,Paracloeodes,Paracloeodes,DNI
Paracricotopus,FALSE,,DNI,Paracricotopus,Paracricotopus,DNI
Paracymus,FALSE,,Hydrophilidae,Paracymus,Paracymus,Hydrophilidae
Paradelphomyia,FALSE,,DNI,Paradelphomyia,Paradelphomyia,DNI
Parakiefferiella,FALSE,,Parakiefferiella,Parakiefferiella,Parakiefferiella,Parakiefferiella
Paralauterborniella,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Paralauterborniella nigrohalterale,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Paralauterborniella nigrohalteralis,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Paralauterborniella nigrohaltere,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,Paralauterborniella,DNI
Paraleptonia,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Paraleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia bicornuta,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Gr.,FALSE,Formatting (Gr.),Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,DNI
Paraleptophlebia bicornuta group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia bicornuta Group,FALSE,Formatting,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia clara,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia debilis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia gregalis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia heteronea,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia memorialis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia temporalis,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia vaciva,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia with tusks,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleuctra,FALSE,,DNI,Leuctridae,Leuctridae,DNI
Paraleuctra occidentalis,FALSE,,DNI,Leuctridae,Leuctridae,DNI
Paralimnophyes,FALSE,,DNI,Paralimnophyes,Paralimnophyes,DNI
Parameletus,FALSE,"not known from OR, WA, known from ID, MT",DNI,Siphlonuridae,Siphlonuridae,DNI
Paramerina,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Paramerina/Zavrelimyia,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,Zavrelimyia,Zavrelimyia
Parametriocnemus,FALSE,,Parametriocnemus,Parametriocnemus,Parametriocnemus,Parametriocnemus
Paramideopsis,FALSE,,DNI,Paramideopsis,Trombidiformes,DNI
Paramoera,TRUE,marine,DNI,DNI,DNI,DNI
Paranais,FALSE,,Naidinae,Paranais,Oligochaeta,Naidinae
Parapelopia,FALSE,,DNI,Tanypodinae,Tanypodinae,DNI
Paraperla,FALSE,,Paraperla,Paraperla,Paraperla,Paraperla
Paraperla frontalis,FALSE,,Paraperla,Paraperla,Paraperla,Paraperla
Paraperlinae,FALSE,,DNI,Paraperlinae,Paraperlinae,DNI
Paraphaenocladius,FALSE,,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Paraphaenocladius new species,FALSE,undescribed provisional taxon,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius,Paraphaenocladius
Paraplea,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Parapoynx,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI
Parapsyche,FALSE,,DNI,Parapsyche,Parapsyche,DNI
Parapsyche almota,FALSE,,Parapsyche almota,Parapsyche almota,Parapsyche almota,Parapsyche almota
Parapsyche elsis,FALSE,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Parapsyche elsis complex,FALSE,,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis
Parapsyche turbinata,FALSE,,DNI,Parapsyche turbinata,Parapsyche turbinata,DNI
Parasmittia,FALSE,,DNI,Parasmittia,Parasmittia,DNI
Paratanytarsus,FALSE,,Paratanytarsus,Paratanytarsus,Paratanytarsus,Paratanytarsus
Paratendipes,FALSE,,Paratendipes,Paratendipes,Paratendipes,Paratendipes
Parathyas,FALSE,,DNI,Parathyas,Trombidiformes,DNI
Paratrichocladius,FALSE,,DNI,Paratrichocladius,Paratrichocladius,DNI
Paratrissocladius,FALSE,,DNI,Paratrissocladius,Paratrissocladius,DNI
Parochlus,FALSE,,Podonominae,Parochlus,Parochlus,Podonominae
Parorthocladius,FALSE,,Parorthocladius,Parorthocladius,Parorthocladius,Parorthocladius
Parthina,FALSE,,DNI,Parthina,Parthina,DNI
Parthina linea,FALSE,,DNI,Parthina,Parthina,DNI
Partnunia,FALSE,,DNI,Partnunia,Trombidiformes,DNI
Paucicalcaria,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI
Pedicia,FALSE,,Pedicia,Pedicia,Pedicia,Pedicia
Pedicia/Tricyphona,FALSE,,DNI,Pediciidae,Pediciidae,DNI
Pedicidiidae,FALSE,spelling error ,DNI,Pediciidae,Pediciidae,DNI
Pediciidae,FALSE,,DNI,Pediciidae,Pediciidae,DNI
Pedomoecus,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Pedomoecus sierra,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra,Pedomoecus sierra
Pelecorhynchidae,FALSE,,Glutops,Glutops,Glutops,Glutops
Peltodytes,FALSE,,Haliplidae,Peltodytes,Peltodytes,Haliplidae
Peltodytes callosus,FALSE,,Haliplidae,Peltodytes,Peltodytes,Haliplidae
Peltoperla,FALSE,eastern taxon,DNI,Peltoperlidae,Peltoperlidae,DNI
Peltoperlidae,FALSE,,DNI,Peltoperlidae,Peltoperlidae,DNI
Pentaneura,FALSE,,Pentaneura,Pentaneura,Pentaneura,Pentaneura
Pentaneuriini,FALSE,,DNI,Pentaneurini,Pentaneurini,DNI
Pentaneurini,FALSE,,DNI,Pentaneurini,Pentaneurini,DNI
Pericoma,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericoma / Telmatoscopus,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericoma/Telmatoscopus,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericoma/Telmatoscopus Group,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Pericomaini,FALSE,FORMATTING,Pericomaini,Pericomaini,Pericomaini,Pericomaini
Perithemis,FALSE,,DNI,Libellulidae,Libellulidae,DNI
Perlesta,FALSE,eastern taxon not known in region,DNI,Perlidae,Perlidae,DNI
Perlidae,FALSE,,DNI,Perlidae,Perlidae,DNI
Perlidae/Perlodidae Group,FALSE,,DNI,Plecoptera,Plecoptera,DNI
Perlinodes,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlinodes aurea,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlinodes aureus,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,Perlinodes aureus,Perlinodes aureus
Perlodidae,FALSE,,DNI,Perlodidae,Perlodidae,DNI
Perlodinae,FALSE,,DNI,Perlodidae,Perlodidae,DNI
Perlomyia,FALSE,,DNI,Perlomyia,Perlomyia,DNI
Pero,TRUE,Terrestrial?,DNI,DNI,DNI,DNI
Petromyzontidae,TRUE,FISH,DNI,DNI,DNI,DNI
Petrophila,FALSE,,Petrophila,Petrophila,Petrophila,DNI
Phaenopsectra,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra Punctipes Group,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra punctipes group,FALSE,,Phaenopsectra,Phaenopsectra,Phaenopsectra,Phaenopsectra
Phaenopsectra/Tribelos,FALSE,,DNI,Chironominae,Chironominae,DNI
Phanogomphus,FALSE,,DNI,Gomphidae,Gomphidae,DNI
Phanogomphus kurilis,FALSE,,DNI,Gomphidae,Gomphidae,DNI
Philocasca,FALSE,,DNI,Philocasca,Philocasca,DNI
Philopotamidae,FALSE,,DNI,Philopotamidae,Philopotamidae,DNI
Philopotamoidea,FALSE,TOO COARSE,DNI,Philopotamoidea,Philopotamoidea,DNI
Philorus,FALSE,,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae
Phoridae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Phryganeidae,FALSE,,DNI,Phryganeidae,Phryganeidae,DNI
Phyllodromia,FALSE,,DNI,Empididae,Empididae,DNI
Physa,FALSE,,Physella,Physella,Physella,Physella
Physa/Physella,FALSE,,Physella,Physella,Physella,Physella
Physella,FALSE,,Physella,Physella,Physella,Physella
Physidae,FALSE,,Physella,Physella,Physella,Physella
Pictetiella,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,Perlidae,DNI
Pictetiella expansa,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,Perlidae,DNI
Piguetiella,FALSE,,DNI,Piguetiella,Oligochaeta,DNI
Pilaria,FALSE,,DNI,Pilaria,Pilaria,DNI
Piona,FALSE,,DNI,Piona,Trombidiformes,DNI
Pionacercus,FALSE,,DNI,Pionacercus,Trombidiformes,DNI
Pionidae,FALSE,,DNI,Pionidae,Trombidiformes,DNI
Pionopsis,FALSE,,DNI,Pionidae,Trombidiformes,DNI
Piscicola,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida
Piscicola milneri,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida
Piscicola salmositica,FALSE,,Hirudinida,Cystobranchus salmositicus,Cystobranchus salmositicus,Hirudinida
Piscicolidae,FALSE,,Hirudinida,Piscicolidae,Piscicolidae,Hirudinida
Pisidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae
Pisidiidae,FALSE,,Sphaeriidae,Sphaeriidae,Sphaeriidae,Sphaeriidae
Pisidium,FALSE,,Sphaeriidae,Pisidium,Pisidium,Sphaeriidae
Placobdella,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida
Placobdella ornata,FALSE,,Hirudinida,Glossiphoniidae,Glossiphoniidae,Hirudinida
Planaria,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Planariidae,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Planorbella,FALSE,,DNI,Planorbella,Planorbella,DNI
Planorbella trivolvis,FALSE,,DNI,Planorbella,Planorbella,DNI
Planorbidae,FALSE,,DNI,Planorbidae,Planorbidae,DNI
Planorbula,FALSE,,DNI,Planorbidae,Planorbidae,DNI
Platambus,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Plathemis,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Plathemis lydia,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Platyhydracarus,FALSE,,Athienemanniidae,Platyhydracarus,Trombidiformes,DNI
Platysmittia,FALSE,,DNI,Platysmittia,Platysmittia,DNI
Platysmittia bilyji,FALSE,,DNI,Platysmittia,Platysmittia,DNI
Platysmittia fimbriata,FALSE,,DNI,Platysmittia,Platysmittia,DNI
Platytipula,FALSE,Subgenus of Tipula,Tipula,Tipula,Tipula,Tipula
Plauditus,FALSE,,DNI,Plauditus,Plauditus,DNI
Plauditus punctiventris,FALSE,,DNI,Iswaeon,Iswaeon,DNI
Plecoptera,FALSE,,DNI,Plecoptera,Plecoptera,DNI
Plectrocnemia,FALSE,,Polycentropus sensu lato,Polycentropus sensu lato,Polycentropus sensu lato,DNI
Pleuroceridae,FALSE,,Juga,Juga,Juga,Juga
Plumiperla,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Plumiperla diversa,FALSE,,DNI,Chloroperlidae,Chloroperlidae,DNI
Podmosta,FALSE,,DNI,Podmosta,Podmosta,DNI
Podocopida,FALSE,,Ostracoda,Ostracoda,Ostracoda,Ostracoda
Podonominae,FALSE,,Podonominae,Podonominae,Podonominae,Podonominae
Poduridae,TRUE,Collembola excluded,DNI,DNI,DNI,DNI
Polia,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Polyara,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Polycelis,FALSE,,Polycelis,Polycelis,Polycelis,Polycelis
Polycelis coronata,FALSE,,Polycelis,Polycelis,Polycelis,Polycelis
Polycentropodidae,FALSE,,DNI,Polycentropodidae,Polycentropodidae,DNI
Polycentropodinae,FALSE,,DNI,Polycentropodidae,Polycentropodidae,DNI
Polycentropus,FALSE,,Polycentropus sensu lato,Polycentropus,Polycentropus,Polycentropus sensu lato
Polycentropus sensu lato,FALSE,,Polycentropus sensu lato,Polycentropus,Polycentropus,Polycentropus sensu lato
Polychaeta,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Polymitarcyidae,FALSE,not known from region more eastern,DNI,Polymitarcyidae,Polymitarcyidae,DNI
Polypedilum,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Polypedilum aviceps,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Polypedilum Pentapedilum,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Polypedilum Scalaenum Group,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Polypedilum scalaenum Group,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Polypedilum Tripodura Gr.,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Polypedilum tritum,FALSE,,Polypedilum,Polypedilum,Polypedilum,Polypedilum
Pomatiopsidae,FALSE,TOO COARSE,DNI,Gastropoda,Gastropoda,DNI
Pomoleuctra,FALSE,,Leuctridae,Leuctridae,Leuctridae,Leuctridae
Porifera,TRUE,Sponges excluded,DNI,DNI,DNI,DNI
Postelichus,FALSE,,DNI,Postelichus,Postelichus,DNI
Potamanthidae,FALSE,,DNI,Potamanthidae,Potamanthidae,DNI
Potamopyrgus antipodarum,FALSE,Single Species- non-native,DNI,Potamopyrgus antipodarum,Potamopyrgus antipodarum,DNI
Potamothrix,FALSE,,Tubificinae,Potamothrix,Oligochaeta,Tubificinae
Potthastia,FALSE,,Potthastia,Potthastia,Potthastia,Potthastia
Potthastia Gaedii Gr.,FALSE,formatting,Potthastia,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia
Potthastia gaedii group,FALSE,formatting,Potthastia,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia
Potthastia Gaedii Group,FALSE,formatting,Potthastia,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia
Potthastia gaedii Group,FALSE,formatting,Potthastia,Potthastia Gaedii Group,Potthastia Gaedii Group,Potthastia
Potthastia Longimana Group,FALSE,spelling and formatting,Potthastia,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia
Potthastia longimana group,FALSE,spelling and formatting,Potthastia,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia
Potthastia longimana Group,FALSE,spelling and formatting,Potthastia,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia
Potthastia Longimanus Gr.,FALSE,spelling and formatting,Potthastia,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia
Potthastia longimanus group,FALSE,spelling and formatting,Potthastia,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia
Potthastia Longimanus Group,FALSE,spelling and formatting,Potthastia,Potthastia Longimanus Group,Potthastia Longimanus Group,Potthastia
Prionocera,FALSE,rareish Tipulid s.s. ponds and lake margins,DNI,Prionocera,Prionocera,DNI
Pristina,FALSE,,Pristina,Pristina,Oligochaeta,DNI
Pristina aequiseta,FALSE,,Pristina,Pristina,Oligochaeta,DNI
Pristina jenkinae,FALSE,,Pristina,Pristina,Oligochaeta,DNI
Pristinicola,FALSE,Single Species in NA,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli
Pristinicola hemphilli,FALSE,Single Species in NA,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli,Pristinicola hemphilli
Probezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Procerastea nematodes,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI
Procladius,FALSE,,Procladius,Procladius,Procladius,Procladius
Proclinopyga,FALSE,,Proclinopyga,Proclinopyga,Proclinopyga,DNI
Procloeon,FALSE,,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Prodiamesa,FALSE,,Prodiamesa,Prodiamesa,Prodiamesa,Prodiamesa
Prodiamesinae,FALSE,,DNI,Prodiamesinae,Prodiamesinae,DNI
Promenetus,FALSE,,DNI,Planorbidae,Planorbidae,DNI
Promenetus umbilicatellus,FALSE,,DNI,Planorbidae,Planorbidae,DNI
Promoresia,TRUE,"Dubious ID, known from Eastern half of country",DNI,DNI,DNI,DNI
Pronoterus,FALSE,not known from region more eastern,DNI,Noteridae,Noteridae,DNI
Prosimuliini,FALSE,,DNI,Simuliidae,Simuliidae,DNI
Prosimulium,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Prosimulium impostor,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Prosimulium/Helodon,FALSE,Slashed taxon,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium,Helodon/Prosimulium
Prosobranchia,FALSE,TOO COARSE,DNI,Prosobranchia,Prosobranchia,DNI
Prostoia,FALSE,,DNI,Prostoia,Prostoia,DNI
Prostoia besametsa,FALSE,,DNI,Prostoia,Prostoia,DNI
Prostoma,FALSE,,Prostoma,Prostoma,Prostoma,DNI
Protanyderus,FALSE,,DNI,Tanyderidae,Tanyderidae,DNI
Protanypus,FALSE,,DNI,Protanypus,Protanypus,DNI
Protochauliodes,FALSE,,Corydalidae,Protochauliodes,Protochauliodes,Corydalidae
Protochauliodes spenceri,FALSE,,Corydalidae,Protochauliodes,Protochauliodes,Corydalidae
Protoptila,FALSE,,Protoptila,Protoptila,Protoptila,DNI
Protoptila erotica,FALSE,,Protoptila,Protoptila,Protoptila,DNI
Protoptilinae,FALSE,,DNI,Glossosomatidae,Glossosomatidae,DNI
Protzia,FALSE,,Protzia,Protzia,Trombidiformes,Protzia
Protzia exima,FALSE,,Protzia,Protzia,Trombidiformes,Protzia
Protziidae,FALSE,,DNI,Hydryphantidae,Trombidiformes,DNI
Psectrocladius,FALSE,,Psectrocladius,Psectrocladius,Psectrocladius,Psectrocladius
Psectrocladius Allopsectrocladius,FALSE,,Psectrocladius,Psectrocladius,Psectrocladius,Psectrocladius
Psectrocladius Limbatellus Gr.,FALSE,,Psectrocladius,Psectrocladius,Psectrocladius,Psectrocladius
Psectrocladius Sordidellus Gr.,FALSE,,Psectrocladius,Psectrocladius,Psectrocladius,Psectrocladius
Psectrotanypus,FALSE,,DNI,Psectrotanypus,Psectrotanypus,DNI
Psephenidae,FALSE,,DNI,Psephenidae,Psephenidae,DNI
Psephenus,FALSE,,Psephenus,Psephenus,Psephenus,Psephenus
Psephenus falli,FALSE,,Psephenus,Psephenus,Psephenus,Psephenus
Psephenus herricki,FALSE,,Psephenus,Psephenus,Psephenus,Psephenus
Pseudochironomini,FALSE,,DNI,Pseudochironomini,Pseudochironomini,DNI
Pseudochironomus,FALSE,,DNI,Pseudochironomus,Pseudochironomus,DNI
Pseudocloeon,FALSE,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis
Pseudocloeon propinquum,FALSE,Current Nomenclature,Labiobaetis,Labiobaetis,Labiobaetis,Labiobaetis
Pseudodiamesa,FALSE,,Pseudodiamesa,Pseudodiamesa,Pseudodiamesa,Pseudodiamesa
Pseudofeltria,FALSE,,DNI,Pseudofeltria,Trombidiformes,DNI
Pseudolimnophila,FALSE,,DNI,Pseudolimnophila,Pseudolimnophila,DNI
Pseudorthocladius,FALSE,,DNI,Pseudorthocladius,Pseudorthocladius,DNI
Pseudosmittia,FALSE,,Pseudosmittia,Pseudosmittia,Pseudosmittia,DNI
Pseudostenophylax,FALSE,,DNI,Pseudostenophylax,Pseudostenophylax,DNI
Pseudostenophylax edwardsi,FALSE,,DNI,Pseudostenophylax,Pseudostenophylax,DNI
Pseudosuccinea,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Pseudosuccinea columella,FALSE,,Lymnaeidae,Lymnaeidae,Lymnaeidae,Lymnaeidae
Psilometriocnemus,FALSE,,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus
Psilometriocnemus triannulatus,FALSE,,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus,Psilometriocnemus
Psilotreta,TRUE,Not known in region ( Eastern Taxon),DNI,DNI,DNI,DNI
Psychoda,FALSE,,DNI,Psychodini,Psychodini,DNI
Psychodidae,FALSE,,DNI,Psychodidae,Psychodidae,DNI
Psychodinae,FALSE,,DNI,Psychodidae,Psychodidae,DNI
Psychodini,FALSE,,DNI,Psychodini,Psychodini,DNI
Psychoglypha,FALSE,,Psychoglypha,Psychoglypha,Psychoglypha,Psychoglypha
Psychoglypha bella,FALSE,,Psychoglypha,Psychoglypha bella,Psychoglypha bella,Psychoglypha
Psychoglypha subborealis,FALSE,,Psychoglypha,Psychoglypha subborealis,Psychoglypha subborealis,Psychoglypha
Psychomyia,FALSE,,Psychomyia,Psychomyia,Psychomyia,Psychomyia
Psychomyia flavida,FALSE,,Psychomyia,Psychomyia,Psychomyia,Psychomyia
Psychomyia lumina,FALSE,,Psychomyia,Psychomyia,Psychomyia,Psychomyia
Psychomyiidae,FALSE,,DNI,Psychomyiidae,Psychomyiidae,DNI
Pteronarcella,FALSE,,Pteronarcella,Pteronarcella,Pteronarcella,Pteronarcella
Pteronarcella badia,FALSE,,Pteronarcella,Pteronarcella,Pteronarcella,Pteronarcella
Pteronarcella regularis,FALSE,,Pteronarcella,Pteronarcella,Pteronarcella,Pteronarcella
Pteronarcyidae,FALSE,,DNI,Pteronarcyidae,Pteronarcyidae,DNI
Pteronarcys,FALSE,,DNI,Pteronarcys,Pteronarcys,DNI
Pteronarcys californica,FALSE,,Pteronarcys californica,Pteronarcys californica,Pteronarcys californica,Pteronarcys californica
Pteronarcys dorsata,FALSE,,DNI,Pteronarcys dorsata,Pteronarcys dorsata,DNI
Pteronarcys princeps,FALSE,,Pteronarcys princeps,Pteronarcys princeps,Pteronarcys princeps,Pteronarcys princeps
Ptiliidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Ptilodactylidae,FALSE,,DNI,Ptilodactylidae,Ptilodactylidae,DNI
