Taxon_Group,Taxon_Orig,Rank,NonTarget,Rationale,source_MPCA,source_RedLake,Notes,BenTaxaID,FinalID,OTU_BCG,OTU_IBI,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety
,Gyrinus affinis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus affinis,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus affinis,
,Gyrinus analis,Species,FALSE,,MN BCG Access db,,,190,Gyrinus analis,Gyrinidae,,112663,112654,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus analis,
,Gyrinus aquiris,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus aquiris,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus aquiris,
,Gyrinus confinis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus confinis,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus confinis,
,Gyrinus dichrous,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus dichrous,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus dichrous,
,Gyrinus lecontei,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus lecontei,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus lecontei,
,Gyrinus marginellus,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus marginellus,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus marginellus,
,Gyrinus pugionis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus pugionis,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus pugionis,
,Gyrinus ventralis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Gyrinus ventralis,Gyrinidae,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus ventralis,
,Habrophlebia,Genus,FALSE,,MN BCG Access db,,,1476,Habrophlebia,Habrophlebia,,101183,101095,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Baetidae,,,Habrophlebia,,,
,Habrophlebia vibrans,Species,FALSE,,MN BCG Access db,,,726,Habrophlebia vibrans,Habrophlebia,,101184,101183,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Habrophlebia,,Habrophlebia vibrans,
,Habrophlebiodes,Genus,FALSE,,MN BCG Access db,,,727,Habrophlebiodes,Habrophlebiodes,,101122,101095,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Habrophlebiodes,,,
,Habrophlebiodes americana,Species,FALSE,,MN BCG Access db,,,728,Habrophlebiodes americana,Habrophlebiodes,,101126,101122,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Leptophlebiidae,,,Habrophlebiodes,,Habrophlebiodes americana,
,Haemopis,Genus,FALSE,,MN BCG Access db,,,10,Haemopis,Hirudinea,,69408,568844,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Hirudinidae,Haemopinae,,Haemopis,,,
,Haemopis marmorata,Species,FALSE,,MN BCG Access db,,,1419,Haemopis marmorata,Hirudinea,,69412,69408,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Hirudinidae,Haemopinae,,Haemopis,,marmorata,
,Hagenius,Genus,FALSE,,MN BCG Access db,,,934,Hagenius,Hagenius,,101734,101664,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Hagenius,,,
,Hagenius brevistylus,Species,FALSE,,MN BCG Access db,,,935,Hagenius brevistylus,Hagenius,,101735,101734,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Hagenius,,Hagenius brevistylus,
,Haliplidae,Family,FALSE,,MN BCG Access db,,,164,Haliplidae,DNI,,111857,109226,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Haliplidae,,,,,,
,Haliplus,Genus,FALSE,,MN BCG Access db,,,165,Haliplus,Haliplus,,111858,111857,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Haliplidae,,,Haliplus,,,
,Haliplus borealis,Species,FALSE,,MN BCG Access db,,,1580,Haliplus borealis,Haliplus,,111878,111858,Arthropoda,,Insecta,Pterygota,Coleoptera,,Haliplidae,,,Haliplus,,borealis,
,Haliplus immaculicollis,Species,FALSE,,MN BCG Access db,,,1705,Haliplus immaculicollis,Haliplus,,111883,111858,Arthropoda,,Insecta,Pterygota,Coleoptera,,Haliplidae,,,Haliplus,,immaculicollis,
,Hansonoperla,Genus,FALSE,,MN BCG Access db,,,1015,Hansonoperla,Hansonoperla,,102988,102914,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Acroneuriinae,Acroneuriini,Hansonoperla,,,
,Haploperla,Genus,FALSE,,MN BCG Access db,,,994,Haploperla,Chloroperlidae,,103260,103202,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Chloroperlidae,Chloroperlinae,,Haploperla,,,
,Haplotaxida,Order,FALSE,,MN BCG Access db,,,29,Haplotaxida,Oligochaeta,,68498,68422,Annelida,,Clitellata,Oligochaeta,Haplotaxida,,,,,,,,
,Haplotaxidae,Family,FALSE,,MN BCG Access db,,,1812,Haplotaxidae,Oligochaeta,,68504,68503,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Haplotaxina,Haplotaxidae,,,,,,
,Haplotaxis,Genus,FALSE,,MN BCG Access db,,,33,Haplotaxis,Oligochaeta,,68505,68504,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Haplotaxina,Haplotaxidae,,,Haplotaxis,,,
,Harnischia,Genus,FALSE,,MN BCG Access db,,,367,Harnischia,Harnischia,,129516,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Harnischia,,,
,Hayesomyia,Genus,FALSE,,MN BCG Access db,,,1477,Hayesomyia,Hayesomyia,,128237,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,,Hayesomyia,,,
,Hebridae,Family,FALSE,,MN BCG Access db,,,1813,Hebridae,Hebridae,,103964,676830,Arthropoda,,Insecta,Pterygota,Hemiptera,,Hebridae,,,,,,
,Hebrus,Genus,FALSE,,MN BCG Access db,,,854,Hebrus,Hebrus,,103965,103964,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Hebridae,Hebrinae,,Hebrus,,,
,Hedriodiscus/Odontomyia,Genus,FALSE,,MN BCG Access db,,,307,Hedriodiscus/Odontomyia,Stratiomyidae,,,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Stratiomyini,Hedriodiscus/Odontomyia,,,
,Heleniella,Genus,FALSE,,MN BCG Access db,,,502,Heleniella,Heleniella,,128730,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Heleniella,,,
,Helichus,Genus,FALSE,,MN BCG Access db,,,197,Helichus,Dryopidae,,114006,113999,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,,
,Helichus basalis,Species,FALSE,,MN BCG Access db,,,198,Helichus basalis,Dryopidae,,114011,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus basalis,
,Helichus fastigiatus,Species,FALSE,,MN BCG Access db,,,199,Helichus fastigiatus,Dryopidae,,114013,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus fastigiatus,
,Helichus lithophilus,Species,FALSE,,MN BCG Access db,,,200,Helichus lithophilus,Dryopidae,,114009,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus lithophilus,
,Helichus striatus,Species,FALSE,,MN BCG Access db,,,201,Helichus striatus,Dryopidae,,114017,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus striatus,
,Helicopsyche,Genus,FALSE,,MN BCG Access db,,,1161,Helicopsyche,Helicopsyche,,117016,117015,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Helicopsychidae,,,Helicopsyche,,,
,Helicopsyche borealis,Species,FALSE,,MN BCG Access db,,,1162,Helicopsyche borealis,Helicopsyche,,117020,117016,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Helicopsychidae,,,Helicopsyche,Helicopsyche (Feropsyche),Helicopsyche borealis,
,Helicopsychidae,Family,FALSE,,MN BCG Access db,,,1706,Helicopsychidae,Helicopsychidae,,117015,598161,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Helicopsychidae,,,,,,
,Helisoma,Genus,FALSE,,MN BCG Access db,,,1360,Helisoma,Helisoma,,76599,76591,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Helisoma,,,
,Helisoma anceps,Species,FALSE,,MN BCG Access db,,,1361,Helisoma anceps,Helisoma,,76600,76599,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Helisoma,,Helisoma anceps,
,Helius,Genus,FALSE,,MN BCG Access db,,,651,Helius,Helius,,119690,119655,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Limoniini,Helius,,,
,Helobdella,Genus,FALSE,,MN BCG Access db,,,16,Helobdella,Hirudinea,,69396,568848,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Haementeriinae,,Helobdella,,,
,Helobdella elongata,Species,FALSE,,MN BCG Access db,,,17,Helobdella elongata,Hirudinea,,69397,69396,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,,,Helobdella,,Helobdella elongata,
,Helobdella papillata,Species,FALSE,,MN BCG Access db,,,1707,Helobdella papillata,Hirudinea,,69403,69396,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Haementeriinae,,Helobdella,,papillata,
,Helobdella stagnalis,Species,FALSE,,MN BCG Access db,,,18,Helobdella stagnalis,Hirudinea,,69398,69396,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,Glossiphoniidae,Haementeriinae,,Helobdella,,Helobdella stagnalis,
,Helochares,Genus,FALSE,,MN BCG Access db,,,248,Helochares,Helochares,,113150,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Helochares,,,
,Helocombus,Genus,FALSE,,MN BCG Access db,,,1708,Helocombus,Helocombus,,113148,722233,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Helocombus,,,
,Helocordulia,Genus,FALSE,,MN BCG Access db,,,916,Helocordulia,Helocordulia,,101878,101797,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Helocordulia,,,
,Helopelopia,Genus,FALSE,,MN BCG Access db,,,1478,Helopelopia,Helopelopia,,128131,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Helopelopia,,,
,Helophoridae,Family,FALSE,,MN BCG Access db,,,1814,Helophoridae,Helophorus,,193642,112752,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Helophoridae,,,,,,
,Helophorus,Genus,FALSE,,MN BCG Access db,,,239,Helophorus,Helophorus,,113106,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Helophoridae,,,Helophorus,,,
,Hemerodromia,Genus,FALSE,,MN BCG Access db,,,286,Hemerodromia,Hemerodromia,,136327,136304,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Hemerodromiinae,Hemerodromiini,Hemerodromia,,,
,Hemerodromia albiseta,Species,FALSE,,MN BCG Access db,,,287,Hemerodromia albiseta,Hemerodromia,,136294,,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Hemerodromiinae,Hemerodromiini,Hemerodromia,,Hemerodromia albiseta,
,Hemerodromiinae,Subfamily,FALSE,,MN BCG Access db,,,282,Hemerodromiinae,Empididae,,136290,135830,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Hemerodromiinae,,,,,
,Hemiptera,Order,FALSE,,MN BCG Access db,,,829,Hemiptera,DNI,,103359,563890,Arthropoda,,Insecta,Pterygota,Hemiptera,,,,,,,,
,Heptagenia,Genus,FALSE,,MN BCG Access db,,,793,Heptagenia,Heptagenia,,100602,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,,
,Heptagenia culacantha,Species,FALSE,,MN BCG Access db,,,794,Heptagenia culacantha,Heptagenia,,100623,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia culacantha,
,Heptagenia diabasia,Species,FALSE,,MN BCG Access db,,,795,Heptagenia diabasia,Heptagenia,,100608,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia diabasia,
,Heptagenia elegantula,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Heptagenia elegantula,Heptagenia,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia elegantula,
,Heptagenia flavescens,Species,FALSE,,MN BCG Access db,,,796,Heptagenia flavescens,Heptagenia,,100610,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia flavescens,
,Heptagenia pulla,Species,FALSE,,MN BCG Access db,,,797,Heptagenia pulla,Heptagenia,,100619,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia pulla,
,Heptageniidae,Family,FALSE,,MN BCG Access db,,,788,Heptageniidae,Heptageniidae,,100504,100503,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,,,,
,Hesperoconopa,Genus,FALSE,,MN BCG Access db,,,642,Hesperoconopa,Hesperoconopa,,120732,120397,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Eriopterini,Hesperoconopa,,,
,Hesperocorixa,Genus,FALSE,,MN BCG Access db,,,838,Hesperocorixa,Corixidae,,103444,103364,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Hesperocorixa,,,
,Hesperocorixa atopodonta,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Hesperocorixa atopodonta,Corixidae,,,,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Hesperocorixa,,Hesperocorixa atopodonta,
,Hesperocorixa kennicotti,Species,FALSE,,MN BCG Access db,,,1709,Hesperocorixa kennicotti,Corixidae,,103460,103444,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Hesperocorixa,,kennicotti,
,Hesperocorixa kennicottii,Species,FALSE,,MN BCG Access db,AWQMS_Invert_Data_Export,should be Hesperocorixa kennicottii,1709,Hesperocorixa kennicotti,Corixidae,,103460,103444,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Corixidae,Corixinae,Corixini,Hesperocorixa,,kennicotti,
,Hesperoperla,Genus,FALSE,,MN BCG Access db,,,1008,Hesperoperla,Hesperoperla,,102971,102914,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,,,
,Hesperophylax,Genus,FALSE,,MN BCG Access db,,,1196,Hesperophylax,Hesperophylax,,116001,568768,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Limnephilini,Hesperophylax,,,
,Hesperophylax designatus,Species,FALSE,,MN BCG Access db,,,1581,Hesperophylax designatus,Hesperophylax,,116008,116001,Arthropoda,,Insecta,Pterygota,Trichoptera,,Limnephilidae,,Limnephilini,Hesperophylax,,Hesperophylax designatus,
,Hetaerina,Genus,FALSE,,MN BCG Access db,,,962,Hetaerina,Hetaerina,,102048,102043,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Calopterygidae,,,Hetaerina,,,
,Hetaerina americana,Species,FALSE,,MN BCG Access db,,,963,Hetaerina americana,Hetaerina,,102050,102048,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Calopterygidae,,,Hetaerina,,Hetaerina americana,
,Hetaerina titia,Species,FALSE,,MN BCG Access db,,,964,Hetaerina titia,Hetaerina,,102049,102048,Arthropoda,,Insecta,Pterygota,Odonata,Zygoptera,Calopterygidae,,,Hetaerina,,Hetaerina titia,
,Heterelmis,Genus,FALSE,,MN BCG Access db,,,157,Heterelmis,Heterelmis,,114237,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Heterelmis,,,
,Heterlimnius,Genus,FALSE,,MN BCG Access db,,,158,Heterlimnius,Heterlimnius,,114167,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Heterlimnius,,,
,Heteroceridae,Family,FALSE,,MN BCG Access db,,,240,Heteroceridae,Heteroceridae,,114262,113998,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Heteroceridae,,,,,,
,Heterocloeon,Genus,FALSE,,MN BCG Access db,,,772,Heterocloeon,Heterocloeon,,100794,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Heterocloeon,,,
,Heterocloeon curiosum,Species,FALSE,,MN BCG Access db,,,1420,Heterocloeon curiosum,Heterocloeon,,100796,100794,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Heterocloeon,,Heterocloeon curiosum,
,Heteroplectron,Genus,FALSE,,MN BCG Access db,,,1154,Heteroplectron,Heteroplectron,,116537,116529,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,,Heteroplectron,,,
,Heteroplectron americanum,Species,FALSE,,MN BCG Access db,,,1155,Heteroplectron americanum,Heteroplectron,,553090,116537,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Calamoceratidae,Calamoceratinae,,Heteroplectron,,Heteroplectron americanum,
,Heteroptera,SubOrder,FALSE,,MN BCG Access db,,,836,Heteroptera,DNI,,103358,100500,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,,,,,,,
,Heterosternuta,Genus,FALSE,,MN BCG Access db,,,130,Heterosternuta,Heterosternuta,,728249,728229,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Heterosternuta,,,
,Heterotanytarsus,Genus,FALSE,,MN BCG Access db,,,1479,Heterotanytarsus,Heterotanytarsus,,128734,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Heterotanytarsus,,,
,Heterotrissocladius,Genus,FALSE,,MN BCG Access db,,,503,Heterotrissocladius,Heterotrissocladius,,128737,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Heterotrissocladius,,,
,Heterotrissocladius marcidus Gr.,Genus,FALSE,,MN BCG Access db,,,1518,Heterotrissocladius marcidus Gr.,Heterotrissocladius,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Heterotrissocladius,,,
,Hexacylloepus,Genus,FALSE,,MN BCG Access db,,,153,Hexacylloepus,Hexacylloepus,,114223,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Hexacylloepus,,,
,Hexagenia,Genus,FALSE,,MN BCG Access db,,,715,Hexagenia,Hexagenia,,101537,101525,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Hexagenia,,,
,Hexagenia bilineata,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Hexagenia bilineata,Hexagenia,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Hexagenia,,Hexagenia bilineata,
,Hexagenia limbata,Species,FALSE,,MN BCG Access db,,,716,Hexagenia limbata,Hexagenia,,101552,101537,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemeridae,,,Hexagenia,,Hexagenia limbata,
,Hexatoma,Genus,FALSE,,MN BCG Access db,,,644,Hexatoma,Hexatoma,,120094,120030,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Hexatomini,Hexatoma,,,
,Hexatoma spinosa,Species,FALSE,,MN BCG Access db,,,645,Hexatoma spinosa,Hexatoma,,120153,120094,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Limoniinae,Hexatomini,Hexatoma,,Hexatoma spinosa,
,Hilara,Genus,FALSE,,MN BCG Access db,,,280,Hilara,Hilara,,136055,135930,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Empididae,Empidinae,,Hilara,,,
,Hirudinea,Class,FALSE,,MN BCG Access db,,,3,Hirudinea,Hirudinea,,69290,568832,Annelida,,Clitellata,Hirudinea,,,,,,,,,
,Hirudinidae,Family,FALSE,,MN BCG Access db,,,9,Hirudinidae,Hirudinea,,69407,568835,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,Hirudinidae,,,,,,
,Holocentropus,Genus,FALSE,,,AWQMS_Invert_Data_Export,,,Holocentropus,Holocentropus,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Polycentropodidae,Polycentropodinae,,Holocentropus,,,
,Holorusia,Genus,FALSE,,MN BCG Access db,,,1710,Holorusia,Holorusia,,118890,118841,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Tipulidae,Tipulinae,,Holorusia,,,
,Homoeoneuria,Genus,FALSE,,MN BCG Access db,,,662,Homoeoneuria,Homoeoneuria,,101036,101029,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Oligoneuriidae,,,Homoeoneuria,,,
,Hudsonimyia,Genus,FALSE,,MN BCG Access db,,,574,Hudsonimyia,Hudsonimyia,,128167,128078,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Hudsonimyia,,,
,Hyalella,Genus,FALSE,,MN BCG Access db,,,1285,Hyalella,Hyalella,,94025,94022,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Gammaridea,Hyalellidae,,,Hyalella,,,
,Hyalella azteca,Species,FALSE,,MN BCG Access db,,,1286,Hyalella azteca,Hyalella,,94026,94025,Arthropoda,Crustacea,Malacostraca,,Amphipoda,,Hyalellidae,,,Hyalella,,Hyalella azteca,
,Hyalellidae,Family,FALSE,,MN BCG Access db,,,1815,Hyalellidae,Hyalellidae,,94022,93295,Arthropoda,,Crustacea,,Amphipoda,Gammaridea,Hyalellidae,,,,,,
,Hybomitra,Genus,FALSE,,MN BCG Access db,,,311,Hybomitra,Tabanidae,,131321,131318,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Tabanidae,Tabaninae,Tabanini,Hybomitra,,,
,Hydaticus,Genus,FALSE,,MN BCG Access db,,,138,Hydaticus,Hydaticus,,112172,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Hydaticini,Hydaticus,,,
,Hydatophylax,Genus,FALSE,,MN BCG Access db,,,1202,Hydatophylax,Hydatophylax,,115995,568769,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Stenophylacini,Hydatophylax,,,
,Hydatophylax argus,Species,FALSE,,MN BCG Access db,,,1203,Hydatophylax argus,Hydatophylax,,115997,115995,Arthropoda,,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephilidae,Limnephilinae,Stenophylacini,Hydatophylax,,Hydatophylax argus,
,Hydra,Genus,FALSE,,MN BCG Access db,,,1308,Hydra,Hydridae,,50845,50844,Cnidaria,,Hydrozoa,,Hydroida,Capitata,Hydridae,,,Hydra,,,
,Hydracarina,SubOrder,FALSE,,MN BCG Access db,,,91,Hydracarina,Acari,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Hydracarina,,,,,,,
,Hydrachna,Genus,FALSE,,MN BCG Access db,,,97,Hydrachna,Acari,,83123,83122,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hydrachnidae,,,Hydrachna,,,
,Hydrachnidae,Family,FALSE,,MN BCG Access db,,,96,Hydrachnidae,Acari,,83122,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Hydrachnidae,,,,,,
,Hydraena,Genus,FALSE,,MN BCG Access db,,,241,Hydraena,Hydraena,,112757,112756,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,Hydraena,,,
,Hydraena angulicollis,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Hydraena angulicollis,Hydraena,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,Hydraena,,Hydraena angulicollis,
,Hydraena pensylvanica,Species,FALSE,,,AWQMS_Invert_Data_Export,,,Hydraena pensylvanica,Hydraena,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,Hydraena,,Hydraena pensylvanica,
,Hydraenidae,Family,FALSE,,MN BCG Access db,,,167,Hydraenidae,Hydraenidae,,112756,112752,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,,,,
,Hydrellia,Genus,FALSE,,MN BCG Access db,,,290,Hydrellia,Ephydridae,,147117,147116,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Ephydridae,Hydrelliinae,Hydrelliini,Hydrellia,,,
,Hydridae,Family,FALSE,,MN BCG Access db,,,1309,Hydridae,Hydridae,,50844,50840,Cnidaria,,Hydrozoa,,Hydroida,Hydrida,Hydridae,,,,,,
,Hydrobaenus,Genus,FALSE,,MN BCG Access db,,,504,Hydrobaenus,Hydrobaenus,,128750,128457,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Hydrobaenus,,,
,Hydrobatidae,Family,FALSE,,MN BCG Access db,,,84,Hydrobatidae,Acari,,174619,174770,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Hydrobatidae,,,,,,
,Hydrobiidae,Family,FALSE,,MN BCG Access db,,,1379,Hydrobiidae,Hydrobiidae,,70493,566851,Mollusca,,Gastropoda,,,,Hydrobiidae,,,,,,
,Hydrobiomorpha,Genus,FALSE,,MN BCG Access db,,,249,Hydrobiomorpha,Hydrobiomorpha,,113244,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrobiomorpha,,,
