TAXON,NonTarget,FFG,Habit,Life_Cycle,Thermal_indicator,Rank,Taxon_Group,Plot_Label,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,GenusGroup_TolAnal,GenusSlash_TolAnal,SubGenus_TolAnal,SpeciesGroup_TolAnal,SpeciesSubGroup_TolAnal,SpeciesComplex _TolAnal,SpeciesSlash_TolAnal,Species_TolAnal
CAMPELOMA CRASSULUM,FALSE,SC,CB,,,Species,GASTROPODA,VIVIPARIDAE-CAMPELOMA CRASSULUM,ANIMALIA,MOLLUSCA,,GASTROPODA,PROSOBRANCHIA,ARCHITAENIOGLOSSA,,,VIVIPARIDAE,,,CAMPELOMA,CRASSULUM,,,,,,,,CAMPELOMA CRASSULUM
CAMPELOMA DECISUM,FALSE,SC,CB,,,Species,GASTROPODA,VIVIPARIDAE-CAMPELOMA DECISUM,ANIMALIA,MOLLUSCA,,GASTROPODA,PROSOBRANCHIA,ARCHITAENIOGLOSSA,,,VIVIPARIDAE,,,CAMPELOMA,DECISUM,,,,,,,,CAMPELOMA DECISUM
CAMPELOMA MILESI,FALSE,SC,CB,,,Species,GASTROPODA,VIVIPARIDAE-CAMPELOMA MILESI,ANIMALIA,MOLLUSCA,,GASTROPODA,PROSOBRANCHIA,ARCHITAENIOGLOSSA,,,VIVIPARIDAE,,,CAMPELOMA,MILESI,,,,,,,,CAMPELOMA MILESI
CAMPELOMA RUFUM,FALSE,SC,CB,,,Species,GASTROPODA,VIVIPARIDAE-CAMPELOMA RUFUM,ANIMALIA,MOLLUSCA,,GASTROPODA,PROSOBRANCHIA,ARCHITAENIOGLOSSA,,,VIVIPARIDAE,,,CAMPELOMA,RUFUM,,,,,,,,CAMPELOMA RUFUM
CAMPTOCLADIUS,FALSE,NA,NA,,,Genus,CHIRONOMIDAE,CAMPTOCLADIUS STERCORARIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CAMPTOCLADIUS,,,,,,,,,
CAMPTOCLADIUS STERCORARIUS,FALSE,NA,NA,,,Species,CHIRONOMIDAE,CAMPTOCLADIUS STERCORARIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CAMPTOCLADIUS,STERCORARIUS,,,,,,,,CAMPTOCLADIUS STERCORARIUS
CANACIDAE,TRUE,NA,NA,,,Family,EXCLUDE-TERRESTRIAL,DNI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,CANACIDAE,,,,,,,,,,,,
CANTHARIDAE,TRUE,NA,NA,,,Family,EXCLUDE-TERRESTRIAL,DNI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,CANTHARIDAE,,,,,,,,,,,,
CANTOPELOPIA,FALSE,NA,NA,,,Genus,CHIRONOMIDAE,CANTOPELOPIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,,,CANTOPELOPIA,,,,,,,,,
CANTOPELOPIA GESTA,FALSE,NA,NA,,,Species,CHIRONOMIDAE,CANTOPELOPIA GESTA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,CANTOPELOPIA,GESTA,,,,,,,,CANTOPELOPIA GESTA
CAPNIA,FALSE,SH,"CN,SP",,,Genus,PLECOPTERA,CAPNIIDAE-CAPNIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,CAPNIIDAE,CAPNIINAE,,CAPNIA,,,,,,,,,
CAPNIA VERNALIS,FALSE,SH,"CN,SP",,,Species,PLECOPTERA,CAPNIIDAE-CAPNIA VERNALIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,CAPNIIDAE,CAPNIINAE,,CAPNIA,VERNALIS,,,,,,,,CAPNIA VERNALIS
CAPNIIDAE,FALSE,SH,"CN,SP",uni,,Family,PLECOPTERA,CAPNIIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,CAPNIIDAE,,,,,,,,,,,,
CAPNIIDAE/LEUCTRIDAE,FALSE,NA,NA,,,Family slash,PLECOPTERA,CAPNIIDAE/LEUCTRIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,,,,,,,,,,,,,
CAPNURA MANITOBA,FALSE,NA,NA,,,Species,PLECOPTERA,CAPNIIDAE-CAPNURA MANITOBA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,CAPNIIDAE,CAPNIINAE,,CAPNURA,MANITOBA,,,,,,,,CAPNURA MANITOBA
CARABIDAE,TRUE,NA,NA,,,Family,EXCLUDE-TERRESTRIAL,DNI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,CARABIDAE,,,,,,,,,,,,
CARDIOCLADIUS,FALSE,PR,"BU,CN",multi,,Genus,CHIRONOMIDAE,CARDIOCLADIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CARDIOCLADIUS,,,,,,,,,
CARDIOCLADIUS ALBIPLUMUS,FALSE,PR,"BU,CN",multi,,Species,CHIRONOMIDAE,CARDIOCLADIUS ALBIPLUMUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CARDIOCLADIUS,ALBIPLUMUS,,,,,,,,CARDIOCLADIUS ALBIPLUMUS
CARDIOCLADIUS OBSCURUS,FALSE,PR,"BU,CN",multi,,Species,CHIRONOMIDAE,CARDIOCLADIUS OBSCURUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CARDIOCLADIUS,OBSCURUS,,,,,,,,CARDIOCLADIUS OBSCURUS
CASSIDINIDEA,FALSE,NA,SP,,,Genus,AMPHIPODA_ISOPODA,ISOPODA-CASSIDINIDEA,ANIMALIA,ARTHROPODA,,MALACOSTRACA,,ISOPODA,,,SPHAEROMATIDAE,,,CASSIDINIDEA,,,,,,,,,
CELINA,FALSE,PR,SW,uni,,Genus,COLEOPTERA,DYTISCIDAE-CELINA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,METHLINI,CELINA,,,,,,,,,
CELITHEMIS,FALSE,PR,CB,,,Genus,ODONATA,LIBELLULIDAE-CELITHEMIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,CELITHEMIS,,,,,,,,,
CELITHEMIS ELISA,FALSE,PR,CB,,,Species,ODONATA,LIBELLULIDAE-CELITHEMIS ELISA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,CELITHEMIS,ELISA,,,,,,,,CELITHEMIS ELISA
CELITHEMIS EPONINA,FALSE,PR,CB,,,Species,ODONATA,LIBELLULIDAE-CELITHEMIS EPONINA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,CELITHEMIS,EPONINA,,,,,,,,CELITHEMIS EPONINA
CELITHEMIS FASCIATA,FALSE,PR,CB,,,Species,ODONATA,LIBELLULIDAE-CELITHEMIS FASCIATA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,CELITHEMIS,FASCIATA,,,,,,,,CELITHEMIS FASCIATA
CENOCORIXA,FALSE,PR,SW,,,Genus,HEMIPTERA,CORIXIDAE-CENOCORIXA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,CENOCORIXA,,,,,,,,,
CENOCORIXA BIFIDA,FALSE,PR,SW,,,Species,HEMIPTERA,CORIXIDAE-CENOCORIXA BIFIDA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,CENOCORIXA,BIFIDA,,,,,,,,CENOCORIXA BIFIDA
CENOCORIXA DAKOTENSIS,FALSE,PR,SW,,,Species,HEMIPTERA,CORIXIDAE-CENOCORIXA DAKOTENSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,CENOCORIXA,DAKOTENSIS,,,,,,,,CENOCORIXA DAKOTENSIS
CENOCORIXA UTAHENSIS,FALSE,PR,SW,,,Species,HEMIPTERA,CORIXIDAE-CENOCORIXA UTAHENSIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,CENOCORIXA,UTAHENSIS,,,,,,,,CENOCORIXA UTAHENSIS
CERACLEA,FALSE,CG,"CB,SP,BU",uni,,Genus,TRICHOPTERA,LEPTOCERIDAE-CERACLEA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,LEPTOCERINAE,ATHRIPSODINI,CERACLEA,,,,,,,,,
CERATOPOGONIDAE,FALSE,"PR,CG,SC","SP,BU",multi,,Family,DIPTERA,CERATOPOGONIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,,,,,,,,,,,,
CERATOPOGONINAE,FALSE,PR,"SP,BU",multi,,Subfamily,DIPTERA,CERATOPOGONIDAE-CERATOPOGONINAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,CERATOPOGONINAE,,,,,,,,,,,
CERCOBRACHYS,FALSE,CG,SP,multi,,Genus,EPHEMEROPTERA,CAENIDAE-CERCOBRACHYS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,CERCOBRACHINI,CERCOBRACHYS,,,,,,,,,
CERCOBRACHYS ETOWAH,FALSE,CG,SP,multi,,Species,EPHEMEROPTERA,CAENIDAE-CERCOBRACHYS ETOWAH,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,CERCOBRACHINI,CERCOBRACHYS,ETOWAH,,,,,,,,CERCOBRACHYS ETOWAH
CERCOBRACHYS FOX,FALSE,CG,SP,multi,,Species,EPHEMEROPTERA,CAENIDAE-CERCOBRACHYS FOX,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,CERCOBRACHINI,CERCOBRACHYS,FOX,,,,,,,,CERCOBRACHYS FOX
CERCOBRACHYS SERPENTIS,FALSE,CG,SP,multi,,Species,EPHEMEROPTERA,CAENIDAE-CERCOBRACHYS SERPENTIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,CERCOBRACHINI,CERCOBRACHYS,SERPENTIS,,,,,,,,CERCOBRACHYS SERPENTIS
CERIODAPHNIA,FALSE,NA,NA,,,Genus,OTHER NON-INSECT,DNI,ANIMALIA,ARTHROPODA,CRUSTACEA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,,DAPHNIIDAE,,,CERIODAPHNIA,,,,,,,,,
CERNOSVITOVIELLA,FALSE,CG,"BU,SP",uni,,Genus,OLIGOCHAETA,ENCHYTRAEIDAE-CERNOSVITOVIELLA,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,ENCHYTRAEIDA,,,ENCHYTRAEIDAE,,,CERNOSVITOVIELLA,,,,,,,,,
CHAETARTHRIA,FALSE,NA,CB,,,Genus,COLEOPTERA,HYDROPHILIDAE-CHAETARTHRIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,CHAETARTHRIINI,CHAETARTHRIA,,,,,,,,,
CHAETILIIDAE,FALSE,NA,NA,,,Family,AMPHIPODA_ISOPODA,CHAETILIIDAE,ANIMALIA,ARTHROPODA,,MALACOSTRACA,,ISOPODA,,,CHAETILIIDAE,,,,,,,,,,,,
CHAETOCLADIUS,FALSE,CG,SP,multi,,Genus,CHIRONOMIDAE,CHAETOCLADIUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CHAETOCLADIUS,,,,,,,,,
CHAETOCLADIUS ACUTICORNIS GROUP,FALSE,CG,SP,multi,,SpeciesGroup,CHIRONOMIDAE,CHAETOCLADIUS ACUTICORNIS GROUP,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CHAETOCLADIUS,,,,,CHAETOCLADIUS ACUTICORNIS GROUP,,,,
CHAETOCLADIUS DENTIFORCEPS GROUP,FALSE,CG,SP,multi,,SpeciesGroup,CHIRONOMIDAE,CHAETOCLADIUS DENTIFORCEPS GROUP,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CHAETOCLADIUS,,,,,CHAETOCLADIUS DENTIFORCEPS GROUP,,,,
CHAETOCLADIUS PIGER GROUP,FALSE,CG,SP,multi,,SpeciesGroup,CHIRONOMIDAE,CHAETOCLADIUS PIGER GROUP,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CHAETOCLADIUS,,,,,CHAETOCLADIUS PIGER GROUP,,,,
CHAETOCLADIUS VITELLINUS GROUP,FALSE,CG,SP,multi,,SpeciesGroup,CHIRONOMIDAE,CHAETOCLADIUS VITELLINUS GROUP,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,CHAETOCLADIUS,,,,,CHAETOCLADIUS VITELLINUS GROUP,,,,
CHAETOGASTER,FALSE,"PR,CG","BU,SP",uni,,Genus,OLIGOCHAETA,NAIDIDAE-CHAETOGASTER,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,CHAETOGASTER,,,,,,,,,
CHAETOGASTER DIAPHANUS,FALSE,"PR,CG","BU,SP",uni,,Species,OLIGOCHAETA,NAIDIDAE-CHAETOGASTER DIAPHANUS,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,CHAETOGASTER,DIAPHANUS,,,,,,,,CHAETOGASTER DIAPHANUS
CHAETOGASTER DIASTROPHUS,FALSE,"PR,CG","BU,SP",uni,,Species,OLIGOCHAETA,NAIDIDAE-CHAETOGASTER DIASTROPHUS,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,CHAETOGASTER,DIASTROPHUS,,,,,,,,CHAETOGASTER DIASTROPHUS
CHAETOGASTER LIMNAEI,FALSE,"PR,CG","BU,SP",uni,,Species,OLIGOCHAETA,NAIDIDAE-CHAETOGASTER LIMNAEI,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,CHAETOGASTER,LIMNAEI,,,,,,,,CHAETOGASTER LIMNAEI
CHAOBORIDAE,FALSE,PR,"SW,SP",multi,,Family,DIPTERA,CHAOBORIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,,,,,,,,,,,,
CHAOBORUS,FALSE,PR,"SW,SP",multi,,Genus,DIPTERA,CHAOBORIDAE-CHAOBORUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,CHAOBORUS,,,,,,,,,
CHAOBORUS ALBATUS,FALSE,PR,"SW,SP",multi,,Species,DIPTERA,CHAOBORIDAE-CHAOBORUS ALBATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,CHAOBORUS,ALBATUS,,,,,,,,CHAOBORUS ALBATUS
CHAOBORUS AMERICANUS,FALSE,PR,"SW,SP",multi,,Species,DIPTERA,CHAOBORIDAE-CHAOBORUS AMERICANUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,CHAOBORUS,AMERICANUS,,,,,,,,CHAOBORUS AMERICANUS
CHAOBORUS FLAVICANS,FALSE,PR,"SW,SP",multi,,Species,DIPTERA,CHAOBORIDAE-CHAOBORUS FLAVICANS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,CHAOBORUS,FLAVICANS,,,,,,,,CHAOBORUS FLAVICANS
CHAOBORUS PUNCTIPENNIS,FALSE,PR,"SW,SP",multi,,Species,DIPTERA,CHAOBORIDAE-CHAOBORUS PUNCTIPENNIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,CHAOBORUS,PUNCTIPENNIS,,,,,,,,CHAOBORUS PUNCTIPENNIS
CHAOBORUS TRIVITTATUS,FALSE,PR,"SW,SP",multi,,Species,DIPTERA,CHAOBORIDAE-CHAOBORUS TRIVITTATUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHAOBORIDAE,CHAOBORINAE,,CHAOBORUS,TRIVITTATUS,,,,,,,,CHAOBORUS TRIVITTATUS
CHAULIODES,FALSE,PR,CN,,,Genus,INSECT_OTHER,MEGALOPTERA-CHAULIODES,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CHAULIODINAE,,CHAULIODES,,,,,,,,,
CHAULIODES PECTINICORNIS,FALSE,PR,CN,,,Species,INSECT_OTHER,MEGALOPTERA-CHAULIODES PECTINICORNIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CHAULIODINAE,,CHAULIODES,PECTINICORNIS,,,,,,,,CHAULIODES PECTINICORNIS
CHAULIODES RASTRICORNIS,FALSE,PR,CN,,,Species,INSECT_OTHER,MEGALOPTERA-CHAULIODES RASTRICORNIS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CHAULIODINAE,,CHAULIODES,RASTRICORNIS,,,,,,,,CHAULIODES RASTRICORNIS
CHAULIODINAE,FALSE,PR,"CN,CB",semi,,Subfamily,INSECT_OTHER,MEGALOPTERA-CHAULIODINAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,CORYDALIDAE,CHAULIODINAE,,,,,,,,,,,
CHELIFERA/METACHELA,FALSE,PR,"BU,SP",uni,,Genus slash,DIPTERA,EMPIDIDAE-CHELIFERA/METACHELA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,HEMERODROMIINAE,HEMERODROMIINI,,,,CHELIFERA/METACHELA,,,,,,
CHERNOVSKIIA,FALSE,NA,NA,,,Genus,CHIRONOMIDAE,CHERNOVSKIIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHERNOVSKIIA,,,,,,,,,
CHERNOVSKIIA AMPHITRITE,FALSE,NA,NA,,,Species,CHIRONOMIDAE,CHERNOVSKIIA AMPHITRITE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHERNOVSKIIA,AMPHITRITE,,,,,,,,CHERNOVSKIIA AMPHITRITE
CHERNOVSKIIA ORBICUS,FALSE,NA,NA,,,Species,CHIRONOMIDAE,CHERNOVSKIIA ORBICUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHERNOVSKIIA,ORBICUS,,,,,,,,CHERNOVSKIIA ORBICUS
CHEUMATOPSYCHE,FALSE,CF,CN,multi,,Genus,TRICHOPTERA,HYDROPSYCHIDAE-CHEUMATOPSYCHE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,CHEUMATOPSYCHE,,,,,,,,,
CHILOSTIGMA ITASCAE,FALSE,NA,NA,,,Species,TRICHOPTERA,LIMNEPHILIDAE-CHILOSTIGMA ITASCAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,CHILOSTIGMINI,CHILOSTIGMA,ITASCAE,,,,,,,,CHILOSTIGMA ITASCAE
CHIMARRA,FALSE,CF,CN,uni,,Genus,TRICHOPTERA,PHILOPOTAMIDAE-CHIMARRA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,CHIMARRINAE,,CHIMARRA,,,,,,,,,
CHIMARRA ATERRIMA,FALSE,CF,CN,uni,,Species,TRICHOPTERA,PHILOPOTAMIDAE-CHIMARRA ATERRIMA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,CHIMARRINAE,,CHIMARRA,ATERRIMA,,,,,,,,CHIMARRA ATERRIMA
CHIMARRA FERIA,FALSE,CF,CN,uni,,Species,TRICHOPTERA,PHILOPOTAMIDAE-CHIMARRA FERIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,CHIMARRINAE,,CHIMARRA,FERIA,,,,,,,,CHIMARRA FERIA
CHIMARRA OBSCURA,FALSE,CF,CN,uni,,Species,TRICHOPTERA,PHILOPOTAMIDAE-CHIMARRA OBSCURA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,CHIMARRINAE,,CHIMARRA,OBSCURA,,,,,,,,CHIMARRA OBSCURA
CHIMARRA SOCIA,FALSE,CF,CN,uni,,Species,TRICHOPTERA,PHILOPOTAMIDAE-CHIMARRA SOCIA,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHILOPOTAMIDAE,CHIMARRINAE,,CHIMARRA,SOCIA,,,,,,,,CHIMARRA SOCIA
CHIRIDOTEA,FALSE,CG,NA,,,Genus,AMPHIPODA_ISOPODA,ISOPODA-CHIRIDOTEA,ANIMALIA,ARTHROPODA,,MALACOSTRACA,,ISOPODA,,,CHAETILIIDAE,,,CHIRIDOTEA,,,,,,,,,
CHIRONOMIDAE,FALSE,NA,NA,multi,,Family,CHIRONOMIDAE,CHIRONOMIDAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,,,,,,,,,,,,
CHIRONOMINAE,FALSE,NA,NA,multi,,Subfamily,CHIRONOMIDAE,CHIRONOMINAE,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,,,,,,,,,,,
CHIRONOMINI,FALSE,NA,NA,multi,,Tribe,CHIRONOMIDAE,CHIRONOMINI,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,,,,,,,,,
CHIRONOMUS,FALSE,CG,BU,multi,,Genus,CHIRONOMIDAE,CHIRONOMUS,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,,,,,,,,,
CHIRONOMUS (CAMPTOCHIRONOMUS),FALSE,CG,BU,multi,,SubGenus,CHIRONOMIDAE,CHIRONOMUS (CAMPTOCHIRONOMUS),ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,,,,CHIRONOMUS (CAMPTOCHIRONOMUS),,,,,
CHIRONOMUS (CHAETOLABIS),FALSE,CG,BU,multi,,SubGenus,CHIRONOMIDAE,CHIRONOMUS (CHAETOLABIS),ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS,,,,CHIRONOMUS (CHAETOLABIS),,,,,
