Taxon_Orig,OTU_TolAnal_v1,OTU_Regional_2025,Monotypic,Notes
CULICOIDES DENTICULATUS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES DOWNESI,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES FLUKEI,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES GUTTIPENNIS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES HAEMATOPOTUS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES JAMNBACKI,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES NANUS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES OBSOLETUS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES PILIFERUS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES SANGUISUGA,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES SNOWI,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
Culicoides sp.,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES SPHAGNUMENSIS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES SPINOSUS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES STELLIFER,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES STILOBEZZIOIDES,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES TESTUDINALIS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES TRAVISI,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES VARIIPENNIS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES VENUSTUS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES VILLOSIPENNIS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
CULICOIDES WISCONSINENSIS,CERATOPOGONINAE,CERATOPOGONINAE,,Larvae cannot be keyed to genus over 40 genera in NA
Culiseta,CULISETA,CULISETA,,
CULISETA IMPATIENS,CULISETA,CULISETA,,
CULISETA INCIDENS,CULISETA,CULISETA,,
CULISETA INORNATA,CULISETA,CULISETA,,
CULISETA MELANURA,CULISETA,CULISETA,,
CULISETA MINNESOTAE,CULISETA,CULISETA,,
CULISETA MORSITANS,CULISETA,CULISETA,,
CULOPTILA,CULOPTILA,CULOPTILA,,
Culoptila cantha,CULOPTILA,CULOPTILA,,
CULTUS,CULTUS,CULTUS,,
Cultus decisus,CULTUS DECISUS,CULTUS DECISUS,,
Cultus sp.,CULTUS,CULTUS,,
CUMBERLANDIA,DNI,CUMBERLANDIA MONODONTA,NEARCTIC,MUSSELL-ENDANGERD SPECIES
CUMBERLANDIA MONODONTA,DNI,CUMBERLANDIA MONODONTA,NEARCTIC,MUSSELL-ENDANGERD SPECIES
CURA,CURA,TREPAXONEMATA,,
Cura foremanii,CURA,TREPAXONEMATA,,
CURCULIONIDAE,DNI,CURCULIONIDAE,,
Curculionidae (larvae),DNI,CURCULIONIDAE,,
Curculionidae_adult,DNI,CURCULIONIDAE,,
Curculionidae_larvae,DNI,CURCULIONIDAE,,
CYATHURA,CYATHURA,CYATHURA,,estuaries
CYBISTER,CYBISTER,CYBISTER,,
Cybister fimbriolatus,CYBISTER FIMBRIOLATUS,CYBISTER,,
CYCLONAIAS,CYCLONAIAS,CYCLONAIAS,,
Cyclonaias pustulosa,CYCLONAIAS PUSTULOSA,CYCLONAIAS PUSTULOSA,,
Cyclonaias tuberculata,CYCLONAIAS TUBERCULATA,CYCLONAIAS TUBERCULATA,,
Cyclopidae,DNI,DNI,,ZOOPLANKTON
Cyclopoida,DNI,DNI,,ZOOPLANKTON
Cyclops,DNI,DNI,,microcrustacea
Cylisticus,DNI,DNI,,terrestrial
Cylloepus,DNI,DNI,,dubious- 2 spp. known from AZ and Mexico
Cymatia,CYMATIA AMERICANA,CYMATIA AMERICANA,NEARCTIC,
Cymatia americana,CYMATIA AMERICANA,CYMATIA AMERICANA,NEARCTIC,
Cymatia americanus,CYMATIA AMERICANA,CYMATIA AMERICANA,NEARCTIC,
CYMBIODYTA,CYMBIODYTA,CYMBIODYTA,,
CYMBIODYTA ACUMINATA,CYMBIODYTA ACUMINATA,CYMBIODYTA,,
Cymbiodyta blanchardi,CYMBIODYTA BLANCHARDI,CYMBIODYTA,,
Cymbiodyta chamberlaini,CYMBIODYTA CHAMBERLAINI,CYMBIODYTA,,
CYMBIODYTA MINIMA,CYMBIODYTA MINIMA,CYMBIODYTA,,
CYMBIODYTA SEMISTRIATA,CYMBIODYTA SEMISTRIATA,CYMBIODYTA,,
Cymbiodyta sp,CYMBIODYTA,CYMBIODYTA,,
Cymbiodyta sp.,CYMBIODYTA,CYMBIODYTA,,
Cymbiodyta toddi,CYMBIODYTA TODDI,CYMBIODYTA,,
Cymbiodyta vindicata,CYMBIODYTA VINDICATA,CYMBIODYTA,,
Cyphoderus,DNI,DNI,,terrestrial
CYPHOMELLA,CYPHOMELLA,CYPHOMELLA,,not sure these can be keyed
CYPHOMELLA ARGENTEA,CYPHOMELLA ARGENTEA,CYPHOMELLA,,not sure these can be keyed
CYPHOMELLA CORNEA,CYPHOMELLA CORNEA,CYPHOMELLA,,not sure these can be keyed
CYPHOMELLA GIBBERA,CYPHOMELLA GIBBERA,CYPHOMELLA,,not sure these can be keyed
CYPHOMELLA GRISEA,CYPHOMELLA GRISEA,CYPHOMELLA,,not sure these can be keyed
CYPHON,CYPHON,SCIRTIDAE,,unreliable keys
CYPHON AMERICANUS,CYPHON AMERICANUS,SCIRTIDAE,,unreliable keys
CYPHON COLLARIS,CYPHON COLLARIS,SCIRTIDAE,,unreliable keys
CYPHON MODESTUS,CYPHON MODESTUS,SCIRTIDAE,,unreliable keys
CYPHON NEBULOSUS,CYPHON NEBULOSUS,SCIRTIDAE,,unreliable keys
CYPHON OBSCURUS,CYPHON OBSCURUS,SCIRTIDAE,,unreliable keys
CYPHON PERPLEXUS,CYPHON PERPLEXUS,SCIRTIDAE,,unreliable keys
CYPHON PUNCTATUS,CYPHON PUNCTATUS,SCIRTIDAE,,unreliable keys
CYPHON PUSILLUS,CYPHON PUSILLUS,SCIRTIDAE,,unreliable keys
Cyphon sp,CYPHON,SCIRTIDAE,,unreliable keys
Cyphon sp.,CYPHON,SCIRTIDAE,,unreliable keys
CYPHON VARIABILIS,CYPHON VARIABILIS,SCIRTIDAE,,unreliable keys
Cyprididae,DNI,DNI,,microcrustacea
Cyprinidae,DNI,DNI,,fish
CYRNELLUS,CYRNELLUS FRATERNUS,CYRNELLUS FRATERNUS,NEARCTIC,
Cyrnellus fraternus,CYRNELLUS FRATERNUS,CYRNELLUS FRATERNUS,NEARCTIC,
Cyrnellus sp.,CYRNELLUS FRATERNUS,CYRNELLUS FRATERNUS,NEARCTIC,
CYSTOBRANCHUS,CYSTOBRANCHUS,CYSTOBRANCHUS,,
Cystobranchus verrilli,CYSTOBRANCHUS VERRILLI,CYSTOBRANCHUS,,
Dactylolabis,DACTYLOLABIS,DACTYLOLABIS,,
Dactylolabis sp.,DACTYLOLABIS,DACTYLOLABIS,,
damaged,DNI,DNI,,
Dampfius,DNI,HETEROCERIDAE,,jr.syn.
DANNELLA,DANNELLA,DANNELLA,,
Dannella lita,DANNELLA LITA,DANNELLA LITA,,
Dannella simplex,DANNELLA SIMPLEX,DANNELLA SIMPLEX,,
Daphnia,DNI,DAPHNIA,,ZOOPLANKTON
DAPHNIA CATAWBA,DNI,DAPHNIA,,ZOOPLANKTON
DAPHNIA PULEX,DNI,DAPHNIA,,ZOOPLANKTON
DAPHNIA RETROCURVA,DNI,DAPHNIA,,ZOOPLANKTON
DAPHNIA SCHODLERI,DNI,DAPHNIA,,ZOOPLANKTON
Daphniidae,DNI,DAPHNIIDAE,,ZOOPLANKTON
DASYCORIXA,DASYCORIXA,DASYCORIXA,,
DASYCORIXA HYBRIDA,DASYCORIXA HYBRIDA,DASYCORIXA,,
DASYHELEA,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
DASYHELEA CINCTA,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
DASYHELEA GRISEA,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
DASYHELEA MAJOR,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
DASYHELEA MUTABILIS,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
DASYHELEA OPPRESSA,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
Dasyhelea sp.,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
DASYHELEA TRAVERAE,DASYHELEA,DASYHELEA,,"Dasyhelea, Forcipomyia, and Atrichopogon are all ‘easily’ identified to genus. target for Forcipomyiinae is Genus"
DECAPODA,DNI,DECAPODA,,
Decapoda (crayfish),DNI,DECAPODA,,
Demcijerca sp.,DNI,DNI,,misspelling
DEMEIJEREA,DEMEIJEREA,DEMEIJEREA,,
DEMEIJEREA ATRIMANA,DEMEIJEREA,DEMEIJEREA,,
DEMEIJEREA BRACHIALIS,DEMEIJEREA,DEMEIJEREA,,
Demeijerea sp,DEMEIJEREA,DEMEIJEREA,,
DEMICRYPTOCHIRONOMUS,DEMICRYPTOCHIRONOMUS,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS CUNEATUS,DEMICRYPTOCHIRONOMUS CUNEATUS,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS FASTIGATUS,DEMICRYPTOCHIRONOMUS FASTIGATUS,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
Demicryptochironomus sp,DEMICRYPTOCHIRONOMUS,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS SPECIES A,DEMICRYPTOCHIRONOMUS SPECIES A,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS SPECIES A EPLER 2001,DEMICRYPTOCHIRONOMUS SPECIES A,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS SPECIES B,DEMICRYPTOCHIRONOMUS SPECIES B,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS SPECIES B EPLER 2001,DEMICRYPTOCHIRONOMUS SPECIES B,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS SPECIES C,DEMICRYPTOCHIRONOMUS SPECIES C,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DEMICRYPTOCHIRONOMUS SPECIES C EPLER 2001,DEMICRYPTOCHIRONOMUS SPECIES C,DEMICRYPTOCHIRONOMUS,,keyed in epler but undescribed sp. and only two known from NA
DENDROCOELIDAE,DNI,TREPAXONEMATA,,
Deno digitata,DERO,DERO,,
Dentatella,DENTATELLA COXALIS,DENTATELLA COXALIS,NEARCTIC,
Dentatella coxalis,DENTATELLA COXALIS,DENTATELLA COXALIS,NEARCTIC,
DERALLUS,DERALLUS,DERALLUS,,
Derallus altus,DERALLUS ALTUS,DERALLUS,,"Neotropical species, although genus has been found in southern US"
DERO,DERO,DERO,,
Dero (Dero),DERO,DERO,,
Dero digitata,DERO DIGITATA,DERO,,
Dero flabelliger,DERO FLABELLIGER,DERO,,
Dero furcata,DERO FURCATA,DERO,,
Dero nivea,DERO NIVEA,DERO,,
Dero obtusa,DERO OBTUSA,DERO,,
Dero sp or Nais sp,NAIDIDAE,NAIDIDAE,,
Dero sp.,DERO,DERO,,
Dero vaga,DERO VAGA,DERO,,
DERONECTES,DERONECTINA,DERONECTINA,,
Deronectes sp,DERONECTINA,DERONECTINA,,
DEROVATELLUS,DEROVATELLUS,DEROVATELLUS,,
Desmopachria,DESMOPACHRIA CONVEXA,DESMOPACHRIA CONVEXA,NEARCTIC,
Desmopachria convexa,DESMOPACHRIA CONVEXA,DESMOPACHRIA CONVEXA,NEARCTIC,
Desmopachria sp,DESMOPACHRIA CONVEXA,DESMOPACHRIA CONVEXA,NEARCTIC,
Desserobdella,PLACOBDELLA,PLACOBDELLA,,
DESSEROBDELLA MICHIGANENSIS,PLACOBDELLA MICHIGANENSIS,PLACOBDELLA,,
Desserobdella phalera,PLACOBDELLA PHALERA,PLACOBDELLA,,
Desserobdella picta,PLACOBDELLA PICTA,PLACOBDELLA,,
DIAMESA,DIAMESA,DIAMESA,,
Diamesa nivoriunda,DIAMESA,DIAMESA,,
Diamesa sp,DIAMESA,DIAMESA,,
Diamesa sp.,DIAMESA,DIAMESA,,
DIAMESINAE,DIAMESINAE,DIAMESINAE,,
Diamestinae,DIAMESINAE,DIAMESINAE,,
Diaptomidae,DIAPTOMIDAE,DIAPTOMIDAE,,microcrustacea
DIBUSA,DIBUSA ANGATA,DIBUSA ANGATA,NEARCTIC,
Dibusa angata,DIBUSA ANGATA,DIBUSA ANGATA,NEARCTIC,
Dibusa sp.,DIBUSA ANGATA,DIBUSA ANGATA,,
DICHELONYX CANADENSIS,DNI,DNI,,TERRESTRIAL
Dichelonyx canadensis Horn,DNI,DNI,,TERRESTRIAL
Dichromorpha,DNI,ORTHOPTERA,,
Dicranomyia,DICRANOMYIA,DICRANOMYIA,,
Dicranopselaphus,DICRANOPSELAPHUS VARIEGATUS,DICRANOPSELAPHUS VARIEGATUS,NEARCTIC,
Dicranopselaphus variegatus,DICRANOPSELAPHUS VARIEGATUS,DICRANOPSELAPHUS VARIEGATUS,NEARCTIC,
Dicranoptycha,DNI,DNI,,terrestrial
DICRANOTA,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA CAYUGA,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA CURRANI,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA EUCERA,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA FLAVEOLA,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA FUMIPENNIS,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA IOWA,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA NOVEBORACENSIS,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICRANOTA PETIOLATA,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
Dicranota sp,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
Dicranota sp.,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
Dicronta sp,DICRANOTA,DICRANOTA,,LARVAE NOT KEYED
DICROTENDIPES,DICROTENDIPES,DICROTENDIPES,,
DICROTENDIPES AETHIOPS,DICROTENDIPES AETHIOPS,DICROTENDIPES,,
DICROTENDIPES BOTAURUS,DICROTENDIPES BOTAURUS,DICROTENDIPES,,
Dicrotendipes fumidus,DICROTENDIPES FUMIDUS,DICROTENDIPES,,
DICROTENDIPES LEUCOSCELIS,DICROTENDIPES LEUCOSCELIS,DICROTENDIPES,,
DICROTENDIPES LOBIGER,DICROTENDIPES LOBIGER,DICROTENDIPES,,
DICROTENDIPES LUCIFER,DICROTENDIPES LUCIFER,DICROTENDIPES,,
DICROTENDIPES MILLERI,DICROTENDIPES MILLERI,DICROTENDIPES,,
Dicrotendipes modestus,DICROTENDIPES MODESTUS,DICROTENDIPES,,
DICROTENDIPES MULSANTI,DICROTENDIPES MULSANTI,DICROTENDIPES,,
Dicrotendipes neomodestus,DICROTENDIPES NEOMODESTUS,DICROTENDIPES,,
Dicrotendipes nervosus,DICROTENDIPES NERVOSUS,DICROTENDIPES,,
Dicrotendipes simpsoni,DICROTENDIPES SIMPSONI,DICROTENDIPES,,
Dicrotendipes sp,DICROTENDIPES,DICROTENDIPES,,
Dicrotendipes sp.,DICROTENDIPES,DICROTENDIPES,,
Dicrotendipes sp. mulsanti,DICROTENDIPES MULSANTI,DICROTENDIPES,,
DICROTENDIPES TRITOMUS,DICROTENDIPES TRITOMUS,DICROTENDIPES,,
Dictya,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA ATLANTICA,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA BOREALIS,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA EXPANSA,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA GAIGEI,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA HUDSONICA,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA LAURENTIANA,SCIOMYZIDAE,SCIOMYZIDAE,,
Dictya pictipes,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA SABROSKYI,SCIOMYZIDAE,SCIOMYZIDAE,,
Dictya sp,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA STRICTA,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA TEXENSIS,SCIOMYZIDAE,SCIOMYZIDAE,,
DICTYA UMBROIDES,SCIOMYZIDAE,SCIOMYZIDAE,,
DIDYMOPS,DIDYMOPS,DIDYMOPS,,
Didymops transversa,DIDYMOPS TRANSVERSA,DIDYMOPS TRANSVERSA,,
DINA,ERPOBDELLA,ERPOBDELLA,,
Dina dubia,ERPOBDELLA DUBIA,ERPOBDELLA,,
Dina parva,ERPOBDELLA PARVA,ERPOBDELLA,,
Dineutes discolor,DINEUTUS DISCOLOR,DINEUTUS,,
Dineutes nigrior,DINEUTUS NIGRIOR,DINEUTUS,,
DINEUTUS,DINEUTUS,DINEUTUS,,
Dineutus americanus,DINEUTUS AMERICANUS,DINEUTUS,,
Dineutus assimilis,DINEUTUS ASSIMILIS,DINEUTUS,,
Dineutus assimilis (Kirby),DINEUTUS ASSIMILIS,DINEUTUS,,
Dineutus ciliatus,DINEUTUS CILIATUS,DINEUTUS,,
Dineutus discolor,DINEUTUS DISCOLOR,DINEUTUS,,
Dineutus horni,DINEUTUS HORNII,DINEUTUS,,
Dineutus hornii,DINEUTUS HORNII,DINEUTUS,,
Dineutus hornii Roberts,DINEUTUS HORNII,DINEUTUS,,
Dineutus nigrior,DINEUTUS NIGRIOR,DINEUTUS,,
Dineutus serrulatus,DINEUTUS SERRULATUS,DINEUTUS,,
Dineutus serrulatus analis,DINEUTUS SERRULATUS,DINEUTUS,,
Dineutus sp,DINEUTUS,DINEUTUS,,
Dineutus sp.,DINEUTUS,DINEUTUS,,
Dineutus sp. (hornii),DINEUTUS HORNII,DINEUTUS,,
Dipheter hageni,DIPHETOR HAGENI,DIPHETOR HAGENI,NEARCTIC,
DIPHETOR,DIPHETOR HAGENI,DIPHETOR HAGENI,NEARCTIC,
Diphetor hageni,DIPHETOR HAGENI,DIPHETOR HAGENI,NEARCTIC,
DIPLECTRONA,DIPLECTRONA,DIPLECTRONA,,
Diplectrona metaqui,DIPLECTRONA METAQUI,DIPLECTRONA,,key metaqui and modesta larvae in NY/NE and MidAtl
Diplectrona modesta,DIPLECTRONA MODESTA,DIPLECTRONA,,key metaqui and modesta larvae in NY/NE and MidAtl
Diplectrona sp.,DIPLECTRONA,DIPLECTRONA,,
DIPLOCLADIUS,DIPLOCLADIUS CULTRIGER,DIPLOCLADIUS CULTRIGER,NEARCTIC,
Diplocladius cultriger,DIPLOCLADIUS CULTRIGER,DIPLOCLADIUS CULTRIGER,NEARCTIC,
Diplocladius sp.,DIPLOCLADIUS CULTRIGER,DIPLOCLADIUS CULTRIGER,NEARCTIC,
DIPLOPERLA,DIPLOPERLA,DIPLOPERLA,,
Diploperla duplicata,DIPLOPERLA DUPLICATA,DIPLOPERLA,,
Diploperla kanawholensis,DIPLOPERLA KANAWHOLENSIS,DIPLOPERLA KANAWHOLENSIS,,
Diploperla robusta,DIPLOPERLA ROBUSTA,DIPLOPERLA,,
Diploperla sp,DIPLOPERLA,DIPLOPERLA,,
Diploperla sp.,DIPLOPERLA,DIPLOPERLA,,
Diplopoda,DNI,DNI,,Millipede
DIPLOSTRACA,DNI,DIPLOSTRACA,,
Diplostraca: Cladocera,DNI,CLADOCERA,,ZOOPLANKTON
Dipseudopsidae,PHYLOCENTROPUS,PHYLOCENTROPUS,,
DIPTERA,DNI,DIPTERA,,
Diptera - p,DNI,DIPTERA,,
Diptera (flies),DNI,DIPTERA,,
Diptera Simuliidae Simulium Bracteatum,SIMULIUM,SIMULIUM,,
Diptera Simuliidae Simulium Fibrinflatum/Jenningsi/Luggeri Schmude Unpubl.,SIMULIUM,SIMULIUM,,
Diptera Simuliidae Simulium Murmanum,SIMULIUM,SIMULIUM,,
Discocerina,EPHYDRIDAE,EPHYDRIDAE,,
Discocerinae sp.,EPHYDRIDAE,EPHYDRIDAE,,
Diura,DIURA,DIURA,,
Diura sp.,DIURA,DIURA,,
Diura/Mulirekus,PERLODIDAE,PERLODIDAE,,
DIXA,DIXA,DIXA,,
DIXA CLAVATA,DIXA,DIXA,,LARVAE NOT KEYED
DIXA DORSALIS,DIXA,DIXA,,LARVAE NOT KEYED
DIXA FLUVICA,DIXA,DIXA,,LARVAE NOT KEYED
DIXA INDIANA,DIXA,DIXA,,LARVAE NOT KEYED
DIXA MODESTA,DIXA,DIXA,,LARVAE NOT KEYED
DIXA REPANDA,DIXA,DIXA,,LARVAE NOT KEYED
Dixa sp,DIXA,DIXA,,
Dixa sp.,DIXA,DIXA,,
DIXA TERNA,DIXA,DIXA,,LARVAE NOT KEYED
DIXELLA,DIXELLA,DIXELLA,,
DIXELLA CORNUTA,DIXELLA,DIXELLA,,
DIXELLA DELTOURA,DIXELLA,DIXELLA,,
Dixella indiana,DIXELLA,DIXELLA,,
DIXELLA NOVA,DIXELLA,DIXELLA,,
Dixella sp,DIXELLA,DIXELLA,,
Dixella sp.,DIXELLA,DIXELLA,,
DIXIDAE,DIXIDAE,DIXIDAE,,
DJALMABATISTA,DJALMABATISTA PULCHER,DJALMABATISTA PULCHER,NEARCTIC,
Djalmabatista pulcher,DJALMABATISTA PULCHER,DJALMABATISTA PULCHER,NEARCTIC,
DJALMABATISTA PULCHRA,DJALMABATISTA PULCHER,DJALMABATISTA PULCHER,NEARCTIC,
DNI,DNI,DNI,,
Doithrix,DOITHRIX,DOITHRIX,,
DOLANIA,DOLANIA AMERICANA,DOLANIA AMERICANA,NEARCTIC,
DOLANIA AMERICANA,DOLANIA AMERICANA,DOLANIA AMERICANA,NEARCTIC,
Dolichocephala,EMPIDIDAE,EMPIDIDAE,,
DOLICHOPEZA,DOLICHOPEZA,DOLICHOPEZA,,
DOLICHOPODIDAE,DOLICHOPODIDAE,DOLICHOPODIDAE,,
Dolichopus,DOLICHOPODIDAE,DOLICHOPODIDAE,,
Dolochopodidae,DOLICHOPODIDAE,DOLICHOPODIDAE,,
DOLOMEDES,DNI,DNI,,spider
Dolomedes sp.,DNI,DNI,,spider
DOLOMEDES STRIATUS,DNI,DNI,,spider
Dolomedes triton,DNI,DNI,,spider
Dolomedes triton (Walckenaer),DNI,DNI,,spider
Dolomodes sp.,DNI,DNI,,spider
Dolomodes striatus,DNI,DNI,,spider
Dolomodes triton,DNI,DNI,,spider
DOLOPHILODES,DOLOPHILODES DISTINCTA,DOLOPHILODES DISTINCTA,REGIONALLY,
DOLOPHILODES DISTINCTA,DOLOPHILODES DISTINCTA,DOLOPHILODES DISTINCTA,REGIONALLY,
Dolophilodes distinctus,DOLOPHILODES DISTINCTA,DOLOPHILODES DISTINCTA,REGIONALLY,
Dolophilodes distinctus (Walker),DOLOPHILODES DISTINCTA,DOLOPHILODES DISTINCTA,REGIONALLY,
Dolophilodes distintus,DOLOPHILODES DISTINCTA,DOLOPHILODES DISTINCTA,REGIONALLY,
Dolophilodes sp.,DOLOPHILODES DISTINCTA,DOLOPHILODES DISTINCTA,REGIONALLY,
DONACIA,DONACIA,DONACIA,,
DONACIA BIIMPRESSA,DONACIA,DONACIA,,
DONACIA CAERULEA,DONACIA,DONACIA,,
DONACIA CINCTICORNIS,DONACIA,DONACIA,,
DONACIA DISTINCTA,DONACIA,DONACIA,,
Donacia distincta Le Conte,DONACIA,DONACIA,,
Donacia distincta LeC.,DONACIA,DONACIA,,
Donacia distincta LeConte,DONACIA,DONACIA,,
DONACIA FULGENS,DONACIA,DONACIA,,
Donacia hirticollis,DONACIA,DONACIA,,
Donacia hirticollis Kirby,DONACIA,DONACIA,,
DONACIA HYPOLEUCA,DONACIA,DONACIA,,
DONACIA PISCATRIX,DONACIA,DONACIA,,
Donacia porosicolis,DONACIA,DONACIA,,
DONACIA POROSICOLLIS,DONACIA,DONACIA,,
DONACIA PROXIMA,DONACIA,DONACIA,,
DONACIA PUBESCENS,DONACIA,DONACIA,,
Donacia rufa (Say),DONACIA,DONACIA,,
DONACIA RUFESCENS,DONACIA,DONACIA,,
Donacia sp.,DONACIA,DONACIA,,
DONACIA SUBTILIS,DONACIA,DONACIA,,
DONACIA TEXANA,DONACIA,DONACIA,,
Donacia tuberculata Lacordaire,DONACIA,DONACIA,,
DONACIA TUBERCULIFRONS,DONACIA,DONACIA,,
DONACIELLA,DNI,CHRYSOMELIDAE,,
DONACIELLA PUBICOLLIS,DNI,CHRYSOMELIDAE,,
Donaciinae,DNI,CHRYSOMELIDAE,,
Doncricotopus,DONCRICOTOPUS BICAUDATUS,DONCRICOTOPUS BICAUDATUS,NEARCTIC,
Doncricotopus bicaudatus,DONCRICOTOPUS BICAUDATUS,DONCRICOTOPUS BICAUDATUS,NEARCTIC,
Dorocordulia,DOROCORDULIA,DOROCORDULIA,,
Dorocordulia libera,DOROCORDULIA LIBERA,DOROCORDULIA,,2 sp. in region 5: libera and lepida
Dorocordulia libera (Selys),DOROCORDULIA LIBERA,DOROCORDULIA,,2 sp. in region 5: libera and lepida
Dorylaimidae,DNI,NEMATA,,
Dosilia radiospiculata,DNI,PORIFERA,,
Draeculacephala constricta (Davidson & DeLong),DNI,DNI,,hoppers not counted
Draeculacephala constricta Davidson & Delong,DNI,DNI,,hoppers not counted
DREISSENA,DREISSENA,DREISSENA,,
Dreissena bugensis,DREISSENA BUGENSIS,DREISSENA BUGENSIS,,
