TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TolVal,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
MICROCYLLOEPUS PUSILLUS,Species,FALSE,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,MICROCYLLOEPUS,2,1,3,1,2,2,2,1,3,1.833333333,4
MICROPSECTRA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,CB,NE; OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,MICROPSECTRA,5,3,2,2,2,3,3,2,3,2.5,6
MICROTENDIPES,Genus,FALSE,3,,CF,MODNR; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,2,3,3,1,3,3,3,1,3,2.666666667,6
MICROVELIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,MICROVELIA,5,3,5,2,4,4,4,2,5,3.666666667,99
MICROVELIA AMERICANA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SK,MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,MICROVELIA,5,4,5,2,4,4,4,2,5,3.833333333,99
MONOHELEA,Genus,FALSE,,NA,PR,MN; Tward,"BU,SP",Tward; MN,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,MONOHELEA,NA,,,,,,,,,,10
MONOPELOPIA,Genus,FALSE,,NA,PR,MODNR; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,MONOPELOPIA,NA,,,,,,,,,,6
MOOREOBDELLA,Genus,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,MOOREOBDELLA,7,,,,,,,,,,9
MUSCIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SP,NE; MODNR; OK; MN,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,MUSCIDAE,,,,5,,,,,,,,,,
MUSCULIUM,Genus,FALSE,4,4_middle,CF,IA; NE; OK; MN; NRSA,BU,OK; MN; NRSA,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,5,,,,,,,,,,5
MUSCULIUM PARTUMEIUM,Species,FALSE,4,4_middle,CF,NE; OK; NRSA,BU,NE; NRSA,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,5,,,,,,,,,,5
MUSCULIUM SECURIS,Species,FALSE,4,4_middle,CF,NE; OK; MN; NRSA,BU,NE; MN; NRSA,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,5,,,,,,,,,,5
MUSCULIUM TRANSVERSUM,Species,FALSE,4,4_middle,CF,NE; OK; MN; NRSA,BU,NE; MN; NRSA,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,MUSCULIUM,5,,,,,,,,,,5
MYXOSARGUS,Genus,FALSE,4,4_worse,CG,MODNR; OK,SP,NE; MODNR,NA,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,MYXOSARGUS,6,,,,,,,,,,10
NAIDIDAE,Family,FALSE,4,4_middle,CG,IA; NE; OK; MN,BU,OK; MN,multi,NRSA,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,,5,,,,,,,,,,10
NAIS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,BU,NE; OK; MN; NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,NAIS,5,,,,,,,,,,10
NAIS PSEUDOBTUSA,Species,FALSE,4,4_middle,CG,NE; NRSA,BU,NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,NAIS,5,,,,,,,,,,10
NAIS VARIABILIS,Species,FALSE,4,4_middle,CG,NE; NRSA,BU,NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,NAIS,5,,,,,,,,,,10
NANOCLADIUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,NANOCLADIUS,5,1,2,1,2,2,3,1,3,1.833333333,6
NASIAESCHNA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,NASIAESCHNA,,,,,,,,,,,
NASIAESCHNA PENTACANTHA,Species,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,NE; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,NASIAESCHNA,5,1,4,2,3,3,3,1,4,2.666666667,4
NATARSIA,Genus,FALSE,3,,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,NATARSIINI,NATARSIA,2,3,3,3,3,3,3,3,3,3,6
NECTOPSYCHE,Genus,FALSE,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE,5,3,3,2,2,2,3,2,3,2.5,4
NECTOPSYCHE CANDIDA,Species,FALSE,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE,5,3,3,2,2,3,3,2,3,2.666666667,4
NECTOPSYCHE DIARINA,Species,FALSE,4,4_worse,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE,6,3,3,2,2,3,3,2,3,2.666666667,4
NECTOPSYCHE EXQUISITA,Species,FALSE,4,4_middle,SH,IA; MODNR; MN; NRSA; Tward,"CB,SP",MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE,5,2,3,2,2,1,3,1,3,2.166666667,4
NEMATA,Phylum,TRUE,4,4_middle,NA,,BU,NE,NA,,FALSE,NEMATA,,,,,,,,5,,,,,,,,,,
NEMOTELUS,Genus,FALSE,4,4_worse,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,IA; OK; MN; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,NEMOTELUS,6,4,3,2,3,4,4,2,4,3.333333333,10
NEOCHOROTERPES,Genus,FALSE,4,4_better,CG,NE; MODNR; OK; Tward,CN,OK; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,NEOCHOROTERPES,4,,,,,,,,,,3
NEOGERRIS,Genus,FALSE,4,4_middle,PR,NE; MN; Tward,SK,NE; MN; Tward,"multi,uni",Tward,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,NEOGERRIS,,,,,,,,,,,
NEOGERRIS HESIONE,Species,FALSE,4,4_middle,PR,NE; MN; Tward,SK,NE; MN; Tward,"multi,uni",Tward,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,NEOGERRIS,5,3,4,2,3,3,4,2,4,3.166666667,99
NEOPERLA,Genus,FALSE,3,,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,NEOPERLA,2,1,2,2,1,3,2,1,3,1.833333333,2
NEOPERLA CLYMENE,Species,FALSE,3,,PR,NE; Tward; NRSA,CN,NE; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,NEOPERLA,2,1,2,2,1,3,2,1,3,1.833333333,2
NEOPLEA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,NEOPLEA,6,3,3,2,3,3,3,2,3,2.833333333,99
NEOPLEA STRIOLA,Species,FALSE,4,4_worse,PR,IA; NE; MN; Tward; NRSA,SW,NE; MN; Tward; NRSA,"multi,uni",NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,NEOPLEA,6,3,3,2,3,3,3,2,3,2.833333333,99
NEOPORUS,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward;,SW,NE; OK; MN; Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,,,,,,,,,,99
NEOPORUS CLYPEALIS,Species,FALSE,4,4_worse,PR,IA; OK; Tward,SW,Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,,,,,,,,,,99
NEOPORUS DIMIDIATUS,Species,FALSE,4,4_worse,PR,IA; OK; Tward,SW,Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,,,,,,,,,,99
NEOPORUS LECONTEI,Species,FALSE,4,4_worse,PR,OK; Tward,SW,Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,,,,,,,,,,99
NEOPORUS SHERMANI,Species,FALSE,4,4_worse,PR,OK; Tward,SW,Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,,,,,,,,,,99
NEOPORUS TENNETUM,Species,FALSE,4,4_worse,PR,IA; Tward,SW,Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,,,,,,,,,,99
NEOPORUS UNDULATUS,Species,FALSE,4,4_worse,PR,IA; NE; OK; Tward,SW,NE; Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,3,5,1,4,3,2,1,5,3,99
NEOPORUS VITTATIPENNIS,Species,FALSE,4,4_worse,PR,OK; Tward,SW,Tward,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,NEOPORUS,6,,,,,,,,,,99
NEOTRICHIA,Genus,FALSE,4,4_middle,SC,MODNR; OK; MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,NEOTRICHIA,5,3,2,1,1,2,2,1,3,1.833333333,4
NEPA,Genus,FALSE,,NA,PR,IA; NE; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,NEPA,,,,,,,,,,,
NEPA APICULATA,Species,FALSE,,NA,PR,IA; NE; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,NEPA,NA,1,4,3,3,3,4,1,4,3,99
NEURECLIPSIS,Genus,FALSE,4,4_middle,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NEURECLIPSIS,5,2,3,1,2,2,3,1,3,2.166666667,4
NEURECLIPSIS CREPUSCULARIS,Species,FALSE,4,4_middle,CF,OK; MN; Tward; NRSA,CN,Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NEURECLIPSIS,5,,,,,,,,,,4
NEUROCORDULIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,OK; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,NEUROCORDULIA,5,2,3,1,3,3,3,1,3,2.5,4
NEUROCORDULIA MOLESTA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,NEUROCORDULIA,5,2,3,1,3,3,3,1,3,2.5,4
NEUROCORDULIA XANTHOSOMA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,NEUROCORDULIA,5,1,3,1,3,3,3,1,3,2.333333333,4
NIGRONIA,Genus,FALSE,3,,PR,NE; MODNR; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,NIGRONIA,2,1,2,1,2,1,2,1,2,1.5,4
NILOTANYPUS,Genus,FALSE,4,4_middle,PR,NE; MODNR; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,NILOTANYPUS,5,3,3,1,3,2,3,1,3,2.5,6
NILOTHAUMA,Genus,FALSE,4,4_middle,CG,OK; MN; Tward,BU,MN,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,NILOTHAUMA,5,,,,,,,,,,6
NOCTUIDAE,Family,FALSE,,NA,SH,MODNR; OK; MN; NRSA,BU,MODNR; OK; MN,NA,,FALSE,ARTHROPODA,INSECTA,,LEPIDOPTERA,NOCTUIDAE,,,,NA,,,,,,,,,,
NOTONECTA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"SW,CB",NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,NOTONECTA,5,3,4,4,3,4,3,3,4,3.5,99
NOTONECTA IRRORATA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,"SW,CB",MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,NOTONECTA,5,2,4,4,3,4,3,2,4,3.333333333,99
NOTONECTA UNDULATA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,"SW,CB",MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,NOTONECTA,5,4,4,4,3,4,3,3,4,3.666666667,99
NOTONECTIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; ;,SW,NE; OK; MN,multi,NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,,5,3,4,4,3,4,3,3,4,3.5,
NYCTIOPHYLAX,Genus,FALSE,4,4_middle,PR,IA; MODNR; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NYCTIOPHYLAX,5,2,3,1,2,2,2,1,3,2,4
NYCTIOPHYLAX AFFINIS,Species,FALSE,4,4_middle,PR,Tward; NRSA,CN,Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NYCTIOPHYLAX,5,2,3,1,2,2,2,1,3,2,4
OCHROTRICHIA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,"CN,CB",NRSA; Tward; MN; OK; NE,uni,Tward,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,OCHROTRICHIA,5,3,2,2,1,2,4,1,4,2.333333333,4
OCHTHEBIUS,Genus,FALSE,4,4_worse,SC,MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDRAENIDAE,,,OCHTHEBIUS,6,3,3,2,2,3,3,2,3,2.666666667,99
ODONATA,Order,FALSE,,NA,PR,OK; MN,CB,IA; OK; MN; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,,,,,NA,,,,,,,,,,
ODONTOMYIA,Genus,FALSE,4,4_worse,CG,IA; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,ODONTOMYIA,6,4,3,2,3,4,4,2,4,3.333333333,10
ODONTOMYIA/HEDRIODISCUS,Genus,FALSE,4,4_worse,CG,NRSA,SP,NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,ODONTOMYIA/HEDRIODISCUS,6,,,,,,,,,,10
OECETIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CN,SP",MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,OECETIS,5,2,3,1,2,3,3,1,3,2.333333333,4
OLIGOCHAETA,Subclass,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; NRSA,BU,OK; MN,NA,NRSA,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,,,,,,5,,,,,,,,,,
OPHIDONAIS SERPENTINA,Species,FALSE,4,4_middle,CG,NE; OK; MN,BU,NE; MN,multi,NRSA,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,OPHIDONAIS,5,,,,,,,,,,10
OPHIOGOMPHUS,Genus,FALSE,3,,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS,,,,,,,,,,,
OPHIOGOMPHUS RUPINSULENSIS,Species,FALSE,3,,PR,IA; OK; MN; Tward; NRSA,BU,MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS,2,,,,,,,,,,4
OPHIOGOMPHUS SEVERUS,Species,FALSE,3,,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS,2,2,2,1,3,3,3,1,3,2.333333333,4
ORCONECTES,Genus,FALSE,4,4_middle,"CG,SH",IA; MN; NRSA,SP,NE; OK; MN; NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES,5,,,,,,,,,,5
ORCONECTES IMMUNIS,Species,FALSE,4,4_middle,"CG,SH",IA; MN; NRSA,SP,NE; NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES,5,,,,,,,,,,5
ORCONECTES LUTEUS,Species,FALSE,4,4_middle,"SH,CG",OK; NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES,5,,,,,,,,,,4
ORCONECTES MACRUS,Species,FALSE,4,4_middle,"SH,CG",OK; NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES,5,,,,,,,,,,4
ORCONECTES NEGLECTUS,Species,FALSE,4,4_middle,"SH,CG",OK; NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES,5,,,,,,,,,,5
ORCONECTES VIRILIS,Species,FALSE,4,4_middle,"CG,SH",IA; MN; NRSA,SP,NE; NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,CAMBARIDAE,,,ORCONECTES,5,,,,,,,,,,5
OREODYTES,Genus,FALSE,4,4_middle,"PR,SH",IA; NE; MODNR; OK; Twardl NRSA; MN,SW,NE; MODNR; OK; MN; Tward; NRSA,semi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,OREODYTES,5,3,5,1,3,3,2,1,5,2.833333333,99
ORMOSIA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,ORMOSIA,5,2,3,2,3,3,3,2,3,2.666666667,4
ORTHOCLADIUS,Genus,FALSE,4,4_middle,CG,NE; OK; MN; Tward,SP,NE; MN; Tward,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS,5,3,2,1,2,3,3,1,3,2.333333333,6
PACHYDIPLAX,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; MN; NRSA,"multi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PACHYDIPLAX,,,,,,,,,,,
PACHYDIPLAX LONGIPENNIS,Species,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; MN; NRSA,"multi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PACHYDIPLAX,5,4,3,2,2,3,4,2,4,3,4
PAGASTIELLA,Genus,FALSE,,NA,CG,MODNR; OK; MN; Tward; NRSA,SP,OK; MN; Tward; NRSA,multi,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PAGASTIELLA,NA,,,,,,,,,,6
PALAEMONETES,Genus,FALSE,6m,,CG,MODNR; OK; NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,PALAEMONIDAE,,,PALAEMONETES,,,,,,,,,,,
PALAEMONETES KADIAKENSIS,Species,FALSE,6m,,CG,MODNR; OK; NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,MALACOSTRACA,,DECAPODA,PALAEMONIDAE,,,PALAEMONETES,5,,,,,,,,,,99
PALMACORIXA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; MN; NRSA,SW,IA; NE; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,PALMACORIXA,7,3,4,3,3,4,3,3,4,3.333333333,99
PALMACORIXA NANA,Species,FALSE,4,4_worse,PR,NRSA,SW,Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,PALMACORIXA,,,,,,,,,,,
PALMACORIXA NANA WALLEYI,Species,FALSE,4,4_worse,PR,NRSA,SW,Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,PALMACORIXA,7,,,,,,,,,,99
PANTALA,Genus,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PANTALA,,,,,,,,,,,
PANTALA FLAVESCENS,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PANTALA,5,3,3,2,2,3,4,2,4,2.833333333,4
PANTALA HYMENAEA,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,SP,MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PANTALA,5,3,3,2,2,3,4,2,4,2.833333333,4
PARACHIRONOMUS,Genus,FALSE,4,4_worse,PR,NE; MODNR; MN; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACHIRONOMUS,6,4,3,1,3,3,4,1,4,3,6
PARACLADOPELMA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACLADOPELMA,5,3,3,1,3,3,3,1,3,2.666666667,6
PARACLOEODES,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; NRSA; Tward,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PARACLOEODES,5,3,1,2,1,3,2,1,3,2,4
PARACYMUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,PARACYMUS,5,4,3,1,2,3,4,1,4,2.833333333,99
